"source","target","relevance"
"/speaker/ramkumar-venkatesan","enhance","0.019"
"/speaker/ramkumar-venkatesan","sustainability","0.019"
"/speaker/ramkumar-venkatesan","post","0.019"
"/speaker/ramkumar-venkatesan","degree","0.038"
"/speaker/ramkumar-venkatesan","big","0.019"
"/speaker/ramkumar-venkatesan","oracle","0.019"
"/speaker/ramkumar-venkatesan","lead","0.019"
"/speaker/ramkumar-venkatesan","president","0.019"
"/speaker/randeep-sekhon","demonstrate","0.019"
"/speaker/randeep-sekhon","provide","0.019"
"/speaker/randeep-sekhon","chief","0.019"
"/speaker/randeep-sekhon","prove","0.019"
"/speaker/randeep-sekhon","connectivity","0.019"
"/speaker/randeep-sekhon","spearhead","0.019"
"/speaker/randeep-sekhon","indonesia","0.019"
"/speaker/randeep-sekhon","enterprise","0.019"
"/speaker/randeep-sekhon","integral","0.019"
"/speaker/randeep-sekhon","asia","0.019"
"/speaker/randeep-sekhon","planning","0.019"
"/speaker/randeep-sekhon","hold","0.019"
"/speaker/randeep-sekhon","network","0.058"
"/speaker/randeep-sekhon","department","0.019"
"/speaker/randeep-sekhon","success","0.038"
"/speaker/randeep-sekhon","have","0.019"
"/speaker/randeep-sekhon","voice","0.019"
"/speaker/randeep-sekhon","receive","0.019"
"/speaker/randeep-sekhon","service","0.019"
"/speaker/randeep-sekhon","year","0.019"
"/speaker/randeep-sekhon","serve","0.019"
"/speaker/randeep-sekhon","experience","0.019"
"/speaker/randeep-sekhon","top","0.019"
"/speaker/randeep-sekhon","air","0.019"
"/speaker/randeep-sekhon","role","0.019"
"/speaker/randeep-sekhon","centricity","0.019"
"/speaker/randeep-sekhon","customer","0.058"
"/speaker/randeep-sekhon","bharti","0.038"
"/speaker/randeep-sekhon","digitization","0.019"
"/speaker/randeep-sekhon","expertise","0.019"
"/speaker/randeep-sekhon","force","0.019"
"/speaker/randeep-sekhon","data","0.019"
"/speaker/randeep-sekhon","airtel","0.058"
"/speaker/randeep-sekhon","hutchison","0.019"
"/speaker/randeep-sekhon","lieutenant","0.019"
"/speaker/randeep-sekhon","future","0.019"
"/speaker/randeep-sekhon","south","0.019"
"/speaker/randeep-sekhon","requirement","0.019"
"/speaker/randeep-sekhon","india","0.019"
"/speaker/randeep-sekhon","degree","0.019"
"/speaker/randeep-sekhon","leadership","0.019"
"/speaker/randeep-sekhon","bring","0.019"
"/speaker/randeep-sekhon","background","0.019"
"/speaker/randeep-sekhon","indian","0.019"
"/speaker/randeep-sekhon","sekhon","0.019"
"/speaker/randeep-sekhon","technology","0.058"
"/speaker/randeep-sekhon","transformation","0.019"
"/speaker/randeep-sekhon","company","0.038"
"/speaker/randeep-sekhon","record","0.019"
"/speaker/randeep-sekhon","business","0.019"
"/speaker/randeep-sekhon","telecom","0.019"
"/speaker/randeep-sekhon","drive","0.019"
"/speaker/randeep-sekhon","lead","0.019"
"/speaker/randeep-sekhon","flight","0.019"
"/speaker/randeep-sekhon","extensive","0.019"
"/speaker/randeep-sekhon","technical","0.019"
"/speaker/randeep-sekhon","function","0.019"
"/speaker/randeep-sekhon","randeep","0.077"
"/speaker/randeep-sekhon","proof","0.019"
"/speaker/randeep-sekhon","centric","0.019"
"/speaker/randeep-sekhon","efficiency","0.019"
"/speaker/randeep-sekhon","rely","0.038"
"/speaker/randeep-sekhon","track","0.019"
"/speaker/randeep-sekhon","need","0.019"
"/speaker/randeep-sekhon","architecture","0.019"
"/speaker/randeep-sekhon","electronics","0.019"
"/speaker/randeep-sekhon","officer","0.038"
"/speaker/randeep-sekhon","engineering","0.019"
"/speaker/ravishankar-balasubramanian","asset","0.019"
"/speaker/ravishankar-balasubramanian","program","0.019"
"/speaker/ravishankar-balasubramanian","current","0.019"
"/speaker/ravishankar-balasubramanian","usa","0.019"
"/speaker/ravishankar-balasubramanian","global","0.019"
"/speaker/ravishankar-balasubramanian","vertical","0.019"
"/speaker/ravishankar-balasubramanian","flagship","0.019"
"/speaker/ravishankar-balasubramanian","drive","0.019"
"/speaker/ravishankar-balasubramanian","bit","0.019"
"/speaker/ravishankar-balasubramanian","lead","0.038"
"/speaker/ravishankar-balasubramanian","passionate","0.019"
"/speaker/ravishankar-balasubramanian","omni","0.038"
"/speaker/ravishankar-balasubramanian","ph","0.019"
"/speaker/ravishankar-balasubramanian","mississippi","0.019"
"/speaker/ravishankar-balasubramanian","grant","0.019"
"/speaker/ravishankar-balasubramanian","noodle.ai","0.019"
"/speaker/ravishankar-balasubramanian","product","0.019"
"/speaker/ravishankar-balasubramanian","reusable","0.019"
"/speaker/ravishankar-balasubramanian","chain","0.019"
"/speaker/ravishankar-balasubramanian","engineering","0.058"
"/speaker/ravishankar-balasubramanian","principle","0.019"
"/speaker/ravishankar-balasubramanian","system","0.019"
"/speaker/ravishankar-balasubramanian","customer","0.058"
"/speaker/ravishankar-balasubramanian","smart","0.019"
"/speaker/ravishankar-balasubramanian","ravi","0.038"
"/speaker/ravishankar-balasubramanian","team","0.019"
"/speaker/ravishankar-balasubramanian","adopt","0.019"
"/speaker/ravishankar-balasubramanian","persona","0.019"
"/speaker/ravishankar-balasubramanian","loyalty","0.019"
"/speaker/ravishankar-balasubramanian","scientist","0.019"
"/speaker/ravishankar-balasubramanian","university","0.019"
"/speaker/ravishankar-balasubramanian","dr","0.019"
"/speaker/ravishankar-balasubramanian","publish","0.019"
"/speaker/ravishankar-balasubramanian","state","0.019"
"/speaker/ravishankar-balasubramanian","u.s","0.019"
"/speaker/ravishankar-balasubramanian","paper","0.019"
"/speaker/ravishankar-balasubramanian","supply","0.019"
"/speaker/ravishankar-balasubramanian","software","0.019"
"/speaker/ravishankar-balasubramanian","india","0.019"
"/speaker/ravishankar-balasubramanian","behavioural","0.019"
"/speaker/ravishankar-balasubramanian","peer","0.019"
"/speaker/ravishankar-balasubramanian","role","0.019"
"/speaker/ravishankar-balasubramanian","patent","0.019"
"/speaker/ravishankar-balasubramanian","membership","0.019"
"/speaker/ravishankar-balasubramanian","scalable","0.019"
"/speaker/ravishankar-balasubramanian","model","0.019"
"/speaker/ravishankar-balasubramanian","bala","0.038"
"/speaker/ravishankar-balasubramanian","analyst","0.019"
"/speaker/ravishankar-balasubramanian","alert","0.019"
"/speaker/ravishankar-balasubramanian","build","0.038"
"/speaker/ravishankar-balasubramanian","vp","0.019"
"/speaker/ravishankar-balasubramanian","growth","0.038"
"/speaker/ravishankar-balasubramanian","walmart+","0.019"
"/speaker/ravishankar-balasubramanian","review","0.019"
"/speaker/ravishankar-balasubramanian","computational","0.019"
"/speaker/ravishankar-balasubramanian","retention","0.019"
"/speaker/ravishankar-balasubramanian","d.","0.019"
"/speaker/ravishankar-balasubramanian","file","0.019"
"/speaker/ravishankar-balasubramanian","international","0.019"
"/speaker/ravishankar-balasubramanian","science","0.077"
"/speaker/ravishankar-balasubramanian","data","0.077"
"/speaker/ravishankar-balasubramanian","ai","0.019"
"/speaker/ravishankar-balasubramanian","building","0.019"
"/speaker/ravishankar-balasubramanian","insight","0.019"
"/speaker/ravishankar-balasubramanian","manufacturing","0.019"
"/speaker/ravishankar-balasubramanian","channel","0.019"
"/speaker/ravishankar-balasubramanian","tech","0.038"
"/speaker/ravishankar-balasubramanian","algorithm","0.019"
"/speaker/ravishankar-balasubramanian","serve","0.019"
"/speaker/ravishankar-balasubramanian","director","0.019"
"/speaker/ravishankar-balasubramanian","hon","0.019"
"/speaker/ravishankar-balasubramanian","mechanical","0.019"
"/speaker/ravishankar-balasubramanian","analytic","0.019"
"/speaker/ravishankar-balasubramanian","distribute","0.019"
"/speaker/ravishankar-balasubramanian","pilani","0.019"
"/speaker/ravishankar-balasubramanian","date","0.019"
"/speaker/ravishankar-balasubramanian","walmart","0.058"
"/speaker/ravishankar-balasubramanian","compute","0.019"
"/speaker/ravishankar-balasubramanian","have","0.019"
"/speaker/ravishankar-balasubramanian","b.tech","0.019"
"/speaker/rich-hagarty","year","0.019"
"/speaker/rich-hagarty","configuration","0.019"
"/speaker/rich-hagarty","hp","0.019"
"/speaker/rich-hagarty","video","0.019"
"/speaker/rich-hagarty","focus","0.038"
"/speaker/rich-hagarty","openshift","0.019"
"/speaker/rich-hagarty","previous","0.019"
"/speaker/rich-hagarty","deployment","0.019"
"/speaker/rich-hagarty","such","0.019"
"/speaker/rich-hagarty","ui","0.019"
"/speaker/rich-hagarty","pattern","0.019"
"/speaker/rich-hagarty","help","0.019"
"/speaker/rich-hagarty","austin","0.019"
"/speaker/rich-hagarty","understand","0.019"
"/speaker/rich-hagarty","software","0.019"
"/speaker/rich-hagarty","advocate","0.019"
"/speaker/rich-hagarty","ai","0.019"
"/speaker/rich-hagarty","hagarty","0.019"
"/speaker/rich-hagarty","passion","0.019"
"/speaker/rich-hagarty","developer","0.096"
"/speaker/rich-hagarty","open","0.038"
"/speaker/rich-hagarty","discovery","0.019"
"/speaker/rich-hagarty","related","0.019"
"/speaker/rich-hagarty","openstack","0.019"
"/speaker/rich-hagarty","pak","0.019"
"/speaker/rich-hagarty","code","0.019"
"/speaker/rich-hagarty","contributor","0.019"
"/speaker/rich-hagarty","cloud","0.038"
"/speaker/rich-hagarty","security","0.019"
"/speaker/rich-hagarty","storage","0.019"
"/speaker/rich-hagarty","ibm","0.077"
"/speaker/rich-hagarty","new","0.019"
"/speaker/rich-hagarty","article","0.019"
"/speaker/rich-hagarty","dashboard","0.019"
"/speaker/rich-hagarty","computing","0.019"
"/speaker/rich-hagarty","base","0.019"
"/speaker/rich-hagarty","learning","0.019"
"/speaker/rich-hagarty","rich","0.077"
"/speaker/rich-hagarty","work","0.038"
"/speaker/rich-hagarty","watson","0.019"
"/speaker/rich-hagarty","advocacy","0.019"
"/speaker/rich-hagarty","red","0.019"
"/speaker/rich-hagarty","technology","0.058"
"/speaker/rich-hagarty","device","0.019"
"/speaker/rich-hagarty","project","0.019"
"/speaker/rich-hagarty","active","0.019"
"/speaker/rich-hagarty","container","0.019"
"/speaker/rich-hagarty","community","0.019"
"/speaker/rich-hagarty","numerous","0.019"
"/speaker/rich-hagarty","assistant","0.019"
"/speaker/rich-hagarty","source","0.038"
"/speaker/rich-hagarty","share","0.019"
"/speaker/rich-hagarty","service","0.019"
"/speaker/rich-hagarty","utilize","0.019"
"/speaker/rich-hagarty","hat","0.019"
"/speaker/rich-hagarty","data","0.019"
"/speaker/rich-hagarty","create","0.019"
"/speaker/rich-hagarty","tx","0.019"
"/speaker/rich-hagarty","past","0.019"
"/speaker/rich-hagarty","exciting","0.019"
"/speaker/rich-hagarty","engage","0.019"
"/speaker/rich-hagarty","path","0.019"
"/speaker/ritikesh","time","0.019"
"/speaker/ritikesh","trend","0.019"
"/speaker/ritikesh","blog","0.019"
"/speaker/ritikesh","build","0.019"
"/speaker/ritikesh","freshservice","0.019"
"/speaker/ritikesh","contribute","0.019"
"/speaker/ritikesh","management","0.019"
"/speaker/ritikesh","world","0.019"
"/speaker/ritikesh","application","0.019"
"/speaker/ritikesh","spare","0.019"
"/speaker/ritikesh","help","0.019"
"/speaker/ritikesh","specialise","0.019"
"/speaker/ritikesh","internet","0.019"
"/speaker/ritikesh","use","0.019"
"/speaker/ritikesh","late","0.019"
"/speaker/ritikesh","scale","0.019"
"/speaker/ritikesh","ritikesh","0.038"
"/speaker/ritikesh","resilient","0.019"
"/speaker/ritikesh","staff","0.019"
"/speaker/ritikesh","source","0.019"
"/speaker/ritikesh","development","0.038"
"/speaker/ritikesh","experience","0.038"
"/speaker/ritikesh","engineer","0.038"
"/speaker/ritikesh","web","0.038"
"/speaker/ritikesh","global","0.019"
"/speaker/ritikesh","open","0.019"
"/speaker/ritikesh","update","0.019"
"/speaker/ritikesh","op","0.019"
"/speaker/ritikesh","year","0.019"
"/speaker/ritikesh","software","0.019"
"/speaker/ritikesh","tech","0.019"
"/speaker/ritikesh","like","0.019"
"/speaker/ritikesh","real","0.019"
"/speaker/ritikesh","lurk","0.019"
"/speaker/ritikesh","freshwork","0.038"
"/speaker/ritikesh","operation","0.019"
"/speaker/ritikesh","make","0.019"
"/speaker/rob-richardson","community","0.019"
"/speaker/rob-richardson","find","0.019"
"/speaker/rob-richardson","student","0.019"
"/speaker/rob-richardson","twitter","0.019"
"/speaker/rob-richardson","speaker","0.019"
"/speaker/rob-richardson","react","0.019"
"/speaker/rob-richardson","quality","0.019"
"/speaker/rob-richardson","frequent","0.019"
"/speaker/rob-richardson","follow","0.019"
"/speaker/rob-richardson","node","0.019"
"/speaker/rob-richardson","author","0.019"
"/speaker/rob-richardson","property","0.019"
"/speaker/rob-richardson","web","0.019"
"/speaker/rob-richardson","vue","0.019"
"/speaker/rob-richardson","microsoft","0.019"
"/speaker/rob-richardson","publish","0.019"
"/speaker/rob-richardson","conference","0.019"
"/speaker/rob-richardson","diligent","0.019"
"/speaker/rob-richardson","user","0.019"
"/speaker/rob-richardson","teacher","0.019"
"/speaker/rob-richardson","@rob_rich","0.019"
"/speaker/rob-richardson","craftsman","0.019"
"/speaker/rob-richardson","software","0.038"
"/speaker/rob-richardson","richardson","0.019"
"/speaker/rob-richardson","rob","0.019"
"/speaker/rob-richardson","talk","0.019"
"/speaker/rob-richardson","event","0.019"
"/speaker/rob-richardson","other","0.019"
"/speaker/rob-richardson","group","0.019"
"/speaker/rob-richardson","asp.net","0.019"
"/speaker/rob-richardson","building","0.019"
"/speaker/rob-richardson","high","0.019"
"/speaker/rob-richardson","mvp","0.019"
"/speaker/rob-richardson","development","0.019"
"/speaker/rohit-bhardwaj","aw","0.019"
"/speaker/rohit-bhardwaj","ethical","0.019"
"/speaker/rohit-bhardwaj","way","0.019"
"/speaker/rohit-bhardwaj","collaborator","0.019"
"/speaker/rohit-bhardwaj","lambda","0.019"
"/speaker/rohit-bhardwaj","apache","0.019"
"/speaker/rohit-bhardwaj","apply","0.019"
"/speaker/rohit-bhardwaj","rabbitmq","0.019"
"/speaker/rohit-bhardwaj","rightscale","0.019"
"/speaker/rohit-bhardwaj","mba","0.019"
"/speaker/rohit-bhardwaj","leader","0.019"
"/speaker/rohit-bhardwaj","trust","0.019"
"/speaker/rohit-bhardwaj","modeling","0.019"
"/speaker/rohit-bhardwaj","college","0.019"
"/speaker/rohit-bhardwaj","netflix","0.019"
"/speaker/rohit-bhardwaj","assure","0.019"
"/speaker/rohit-bhardwaj","skill","0.019"
"/speaker/rohit-bhardwaj","resolution","0.019"
"/speaker/rohit-bhardwaj","architecture","0.038"
"/speaker/rohit-bhardwaj","lifecycle","0.019"
"/speaker/rohit-bhardwaj","tenant","0.019"
"/speaker/rohit-bhardwaj","requirement","0.019"
"/speaker/rohit-bhardwaj","operational","0.019"
"/speaker/rohit-bhardwaj","stuff","0.019"
"/speaker/rohit-bhardwaj","cassandra","0.019"
"/speaker/rohit-bhardwaj","solution","0.096"
"/speaker/rohit-bhardwaj","scalable","0.019"
"/speaker/rohit-bhardwaj","redi","0.019"
"/speaker/rohit-bhardwaj","prove","0.019"
"/speaker/rohit-bhardwaj","excited","0.019"
"/speaker/rohit-bhardwaj","time","0.019"
"/speaker/rohit-bhardwaj","salesforce","0.019"
"/speaker/rohit-bhardwaj","project","0.038"
"/speaker/rohit-bhardwaj","splunk","0.019"
"/speaker/rohit-bhardwaj","corporate","0.019"
"/speaker/rohit-bhardwaj","have","0.019"
"/speaker/rohit-bhardwaj","azul","0.019"
"/speaker/rohit-bhardwaj","enterprisedb","0.019"
"/speaker/rohit-bhardwaj","twitter","0.019"
"/speaker/rohit-bhardwaj","program","0.019"
"/speaker/rohit-bhardwaj","execute","0.019"
"/speaker/rohit-bhardwaj","vulnerability","0.019"
"/speaker/rohit-bhardwaj","senior","0.019"
"/speaker/rohit-bhardwaj","nginx","0.019"
"/speaker/rohit-bhardwaj","hacking","0.019"
"/speaker/rohit-bhardwaj","application","0.019"
"/speaker/rohit-bhardwaj","boot","0.019"
"/speaker/rohit-bhardwaj","technology","0.038"
"/speaker/rohit-bhardwaj","ability","0.019"
"/speaker/rohit-bhardwaj","science","0.019"
"/speaker/rohit-bhardwaj","spark","0.019"
"/speaker/rohit-bhardwaj","docker","0.019"
"/speaker/rohit-bhardwaj","love","0.019"
"/speaker/rohit-bhardwaj","readiness","0.019"
"/speaker/rohit-bhardwaj","google","0.019"
"/speaker/rohit-bhardwaj","camel","0.019"
"/speaker/rohit-bhardwaj","architecte","0.038"
"/speaker/rohit-bhardwaj","regular","0.019"
"/speaker/rohit-bhardwaj","stage","0.019"
"/speaker/rohit-bhardwaj","zing","0.019"
"/speaker/rohit-bhardwaj","design","0.038"
"/speaker/rohit-bhardwaj","work","0.019"
"/speaker/rohit-bhardwaj","connect","0.019"
"/speaker/rohit-bhardwaj","product","0.019"
"/speaker/rohit-bhardwaj","architect","0.019"
"/speaker/rohit-bhardwaj","increase","0.019"
"/speaker/rohit-bhardwaj","oss","0.019"
"/speaker/rohit-bhardwaj","master","0.019"
"/speaker/rohit-bhardwaj","experience","0.019"
"/speaker/rohit-bhardwaj","integration","0.019"
"/speaker/rohit-bhardwaj","develop","0.038"
"/speaker/rohit-bhardwaj","entrepreneurship","0.019"
"/speaker/rohit-bhardwaj","chef","0.019"
"/speaker/rohit-bhardwaj","multi","0.019"
"/speaker/rohit-bhardwaj","rohit","0.192"
"/speaker/rohit-bhardwaj","threat","0.019"
"/speaker/rohit-bhardwaj","harvard","0.019"
"/speaker/rohit-bhardwaj","deliver","0.019"
"/speaker/rohit-bhardwaj","ninja","0.019"
"/speaker/rohit-bhardwaj","fluff","0.019"
"/speaker/rohit-bhardwaj","efficiency","0.019"
"/speaker/rohit-bhardwaj","analytical","0.019"
"/speaker/rohit-bhardwaj","boston","0.019"
"/speaker/rohit-bhardwaj","birt","0.019"
"/speaker/rohit-bhardwaj","advisor","0.019"
"/speaker/rohit-bhardwaj","initiative","0.019"
"/speaker/rohit-bhardwaj","reduce","0.019"
"/speaker/rohit-bhardwaj","strategic","0.019"
"/speaker/rohit-bhardwaj","soapui","0.019"
"/speaker/rohit-bhardwaj","analysis","0.019"
"/speaker/rohit-bhardwaj","problem","0.019"
"/speaker/rohit-bhardwaj","university","0.038"
"/speaker/rohit-bhardwaj","native","0.019"
"/speaker/rohit-bhardwaj","resolve","0.019"
"/speaker/rohit-bhardwaj","dynatrace","0.019"
"/speaker/rohit-bhardwaj","consultant","0.019"
"/speaker/rohit-bhardwaj","excel","0.019"
"/speaker/rohit-bhardwaj","real","0.019"
"/speaker/rohit-bhardwaj","customer","0.019"
"/speaker/rohit-bhardwaj","richweb","0.019"
"/speaker/rohit-bhardwaj","reporting","0.019"
"/speaker/rohit-bhardwaj","speaker","0.019"
"/speaker/rohit-bhardwaj","international","0.019"
"/speaker/rohit-bhardwaj","microservice","0.019"
"/speaker/rohit-bhardwaj","enterprise","0.019"
"/speaker/rohit-bhardwaj","transformational","0.019"
"/speaker/rohit-bhardwaj","analytic","0.019"
"/speaker/rohit-bhardwaj","use","0.115"
"/speaker/rohit-bhardwaj","uberconf","0.019"
"/speaker/rohit-bhardwaj","look","0.019"
"/speaker/rohit-bhardwaj","cloud","0.077"
"/speaker/rohit-bhardwaj","babson","0.019"
"/speaker/rohit-bhardwaj","gid","0.019"
"/speaker/rohit-bhardwaj","spring","0.019"
"/speaker/rohit-bhardwaj","cost","0.019"
"/speaker/rohit-bhardwaj","computer","0.019"
"/speaker/rohit-bhardwaj","actuate","0.019"
"/speaker/rohit-bhardwaj","security","0.038"
"/speaker/rohit-bhardwaj","execution","0.019"
"/speaker/rohit-bhardwaj","extensive","0.019"
"/speaker/rohit-bhardwaj","other","0.019"
"/speaker/rohit-bhardwaj","apigee","0.019"
"/speaker/rohit-bhardwaj","bhardwaj","0.019"
"/speaker/rohit-bhardwaj","conference","0.019"
"/speaker/rohit-bhardwaj","do","0.019"
"/speaker/rohit-bhardwaj","rest","0.019"
"/speaker/rohit-bhardwaj","rbhardwaj1","0.019"
"/speaker/rohit-ghumare","advocate","0.019"
"/speaker/rohit-ghumare","run","0.019"
"/speaker/rohit-ghumare","achieve","0.019"
"/speaker/rohit-ghumare","bring","0.019"
"/speaker/rohit-ghumare","speaker","0.019"
"/speaker/rohit-ghumare","rohit","0.038"
"/speaker/rohit-ghumare","platform","0.019"
"/speaker/rohit-ghumare","application","0.019"
"/speaker/rohit-ghumare","success","0.019"
"/speaker/rohit-ghumare","panelist","0.019"
"/speaker/rohit-ghumare","security","0.019"
"/speaker/rohit-ghumare","career","0.019"
"/speaker/rohit-ghumare","student","0.019"
"/speaker/rohit-ghumare","ghumare","0.019"
"/speaker/rohit-ghumare","keep","0.019"
"/speaker/rohit-ghumare","awareness","0.019"
"/speaker/rohit-ghumare","empower","0.019"
"/speaker/rohit-ghumare","conference","0.019"
"/speaker/rohit-ghumare","professional","0.019"
"/speaker/rohit-ghumare","community","0.038"
"/speaker/rohit-ghumare","various","0.019"
"/speaker/rohit-ghumare","evangelist","0.019"
"/speaker/rohit-ghumare","devop","0.038"
"/speaker/rohit-ghumare","participate","0.019"
"/speaker/rohit-ghumare","networking","0.019"
"/speaker/ron-veen","favorite","0.019"
"/speaker/ron-veen","software","0.058"
"/speaker/ron-veen","experienced","0.019"
"/speaker/ron-veen","business","0.019"
"/speaker/ron-veen","zk","0.019"
"/speaker/ron-veen","jvm","0.038"
"/speaker/ron-veen","jakarta","0.019"
"/speaker/ron-veen","team","0.019"
"/speaker/ron-veen","micro","0.019"
"/speaker/ron-veen","ocp","0.019"
"/speaker/ron-veen","framework","0.019"
"/speaker/ron-veen","speak","0.019"
"/speaker/ron-veen","architecture","0.019"
"/speaker/ron-veen","system","0.019"
"/speaker/ron-veen","engineering","0.019"
"/speaker/ron-veen","see","0.038"
"/speaker/ron-veen","passion","0.019"
"/speaker/ron-veen","international","0.019"
"/speaker/ron-veen","agent","0.019"
"/speaker/ron-veen","personal","0.019"
"/speaker/ron-veen","oracle","0.019"
"/speaker/ron-veen","programmer","0.019"
"/speaker/ron-veen","ocpbcd","0.019"
"/speaker/ron-veen","certify","0.038"
"/speaker/ron-veen","guide","0.019"
"/speaker/ron-veen","sun","0.019"
"/speaker/ron-veen","more","0.019"
"/speaker/ron-veen","publish","0.019"
"/speaker/ron-veen","work","0.019"
"/speaker/ron-veen","library","0.019"
"/speaker/ron-veen","ee","0.019"
"/speaker/ron-veen","ron","0.058"
"/speaker/ron-veen","midrange","0.019"
"/speaker/ron-veen","avid","0.019"
"/speaker/ron-veen","conference","0.019"
"/speaker/ron-veen","groovy","0.019"
"/speaker/ron-veen","apache","0.019"
"/speaker/ron-veen","kotlin","0.019"
"/speaker/ron-veen","developer","0.019"
"/speaker/ron-veen","fan","0.019"
"/speaker/ron-veen","year","0.019"
"/speaker/ron-veen","write","0.019"
"/speaker/ron-veen","q3","0.019"
"/speaker/ron-veen","engineer","0.019"
"/speaker/ron-veen","java","0.038"
"/speaker/ron-veen","component","0.019"
"/speaker/ron-veen","clojure","0.019"
"/speaker/ron-veen","scbcd","0.019"
"/speaker/ron-veen","rockstar","0.019"
"/speaker/ron-veen","language","0.019"
"/speaker/ron-veen","special","0.019"
"/speaker/ron-veen","book","0.019"
"/speaker/ron-veen","service","0.019"
"/speaker/ron-veen","alternative","0.019"
"/speaker/ron-veen","due","0.019"
"/speaker/ron-veen","scala","0.019"
"/speaker/ron-veen","ecosystem","0.019"
"/speaker/shesadri-parthasarathy","experience","0.019"
"/speaker/shesadri-parthasarathy","shopping","0.019"
"/speaker/shesadri-parthasarathy","technology","0.058"
"/speaker/shesadri-parthasarathy","high","0.038"
"/speaker/shesadri-parthasarathy","omni","0.019"
"/speaker/shesadri-parthasarathy","cart","0.019"
"/speaker/shesadri-parthasarathy","mentorship","0.019"
"/speaker/shesadri-parthasarathy","use","0.019"
"/speaker/shesadri-parthasarathy","key","0.019"
"/speaker/shesadri-parthasarathy","shesadri","0.019"
"/speaker/shesadri-parthasarathy","join","0.019"
"/speaker/shesadri-parthasarathy","work","0.019"
"/speaker/shesadri-parthasarathy","platform","0.077"
"/speaker/shesadri-parthasarathy","corporation","0.019"
"/speaker/shesadri-parthasarathy","capability","0.038"
"/speaker/shesadri-parthasarathy","tool","0.019"
"/speaker/shesadri-parthasarathy","fitness","0.019"
"/speaker/shesadri-parthasarathy","product","0.019"
"/speaker/shesadri-parthasarathy","build","0.019"
"/speaker/shesadri-parthasarathy","partner","0.019"
"/speaker/shesadri-parthasarathy","guest","0.077"
"/speaker/shesadri-parthasarathy","return","0.058"
"/speaker/shesadri-parthasarathy","global","0.019"
"/speaker/shesadri-parthasarathy","compliant","0.019"
"/speaker/shesadri-parthasarathy","solution","0.019"
"/speaker/shesadri-parthasarathy","have","0.019"
"/speaker/shesadri-parthasarathy","india","0.019"
"/speaker/shesadri-parthasarathy","open","0.019"
"/speaker/shesadri-parthasarathy","shop","0.019"
"/speaker/shesadri-parthasarathy","engineer","0.019"
"/speaker/shesadri-parthasarathy","implement","0.019"
"/speaker/shesadri-parthasarathy","source","0.019"
"/speaker/shesadri-parthasarathy","checkout","0.038"
"/speaker/shesadri-parthasarathy","passionate","0.019"
"/speaker/shesadri-parthasarathy","framework","0.019"
"/speaker/shesadri-parthasarathy","shelf","0.019"
"/speaker/shesadri-parthasarathy","computer","0.019"
"/speaker/shesadri-parthasarathy","various","0.019"
"/speaker/shesadri-parthasarathy","retail","0.019"
"/speaker/shesadri-parthasarathy","store","0.019"
"/speaker/shesadri-parthasarathy","strategic","0.019"
"/speaker/shesadri-parthasarathy","underlie","0.019"
"/speaker/shesadri-parthasarathy","quality","0.019"
"/speaker/shesadri-parthasarathy","marketing","0.019"
"/speaker/shesadri-parthasarathy","deliver","0.019"
"/speaker/shesadri-parthasarathy","sesh","0.077"
"/speaker/shesadri-parthasarathy","university","0.019"
"/speaker/shesadri-parthasarathy","data","0.038"
"/speaker/shesadri-parthasarathy","enterprise","0.038"
"/speaker/shesadri-parthasarathy","personalised","0.019"
"/speaker/shesadri-parthasarathy","science","0.019"
"/speaker/shesadri-parthasarathy","u.s","0.019"
"/speaker/shesadri-parthasarathy","scalable","0.019"
"/speaker/shesadri-parthasarathy","center","0.019"
"/speaker/shesadri-parthasarathy","space","0.019"
"/speaker/shesadri-parthasarathy","serve","0.019"
"/speaker/shesadri-parthasarathy","running","0.019"
"/speaker/shesadri-parthasarathy","responsible","0.019"
"/speaker/shesadri-parthasarathy","strategy","0.019"
"/speaker/shesadri-parthasarathy","channel","0.038"
"/speaker/shesadri-parthasarathy","instrumental","0.019"
"/speaker/shesadri-parthasarathy","parthasarathy","0.019"
"/speaker/shesadri-parthasarathy","degree","0.019"
"/speaker/shesadri-parthasarathy","mk","0.019"
"/speaker/shesadri-parthasarathy","omnichannel","0.019"
"/speaker/shesadri-parthasarathy","integrate","0.019"
"/speaker/shesadri-parthasarathy","expertise","0.019"
"/speaker/shesadri-parthasarathy","master","0.019"
"/speaker/shesadri-parthasarathy","overall","0.019"
"/speaker/shesadri-parthasarathy","cloud","0.019"
"/speaker/shesadri-parthasarathy","seamless","0.019"
"/speaker/shesadri-parthasarathy","principal","0.019"
"/speaker/shesadri-parthasarathy","include","0.019"
"/speaker/shesadri-parthasarathy","provide","0.038"
"/speaker/shesadri-parthasarathy","target","0.115"
"/speaker/steve-poole","topic","0.019"
"/speaker/steve-poole","one","0.019"
"/speaker/steve-poole","rockstar","0.019"
"/speaker/steve-poole","software","0.019"
"/speaker/steve-poole","open","0.019"
"/speaker/steve-poole","include","0.019"
"/speaker/steve-poole","work","0.019"
"/speaker/steve-poole","openjdk.","0.019"
"/speaker/steve-poole","project","0.019"
"/speaker/steve-poole","apache","0.019"
"/speaker/steve-poole","engineering","0.019"
"/speaker/steve-poole","speaker","0.019"
"/speaker/steve-poole","technical","0.019"
"/speaker/steve-poole","sdks","0.019"
