"source","target","relevance"
"/speaker/steve-poole","devop","0.019"
"/speaker/steve-poole","time","0.019"
"/speaker/steve-poole","long","0.019"
"/speaker/steve-poole","mean","0.019"
"/speaker/steve-poole","steve","0.038"
"/speaker/steve-poole","seasoned","0.019"
"/speaker/steve-poole","presenter","0.019"
"/speaker/steve-poole","representation","0.019"
"/speaker/steve-poole","less","0.019"
"/speaker/steve-poole","international","0.019"
"/speaker/steve-poole","conference","0.019"
"/speaker/steve-poole","source","0.019"
"/speaker/steve-poole","regular","0.019"
"/speaker/steve-poole","jsr","0.019"
"/speaker/steve-poole","champion","0.019"
"/speaker/steve-poole","leader","0.038"
"/speaker/steve-poole","eclipse","0.019"
"/speaker/steve-poole","evangelist","0.019"
"/speaker/steve-poole","jvms","0.019"
"/speaker/steve-poole","committer","0.019"
"/speaker/steve-poole","java","0.058"
"/speaker/steve-poole","developer","0.038"
"/speaker/steve-poole","javaone","0.019"
"/speaker/steve-poole","security","0.019"
"/speaker/steve-poole","advocate","0.019"
"/speaker/steve-poole","practitioner","0.019"
"/speaker/tuhin-sharma","project","0.019"
"/speaker/tuhin-sharma","strata","0.019"
"/speaker/tuhin-sharma","strategy","0.019"
"/speaker/tuhin-sharma","love","0.038"
"/speaker/tuhin-sharma","principal","0.019"
"/speaker/tuhin-sharma","open","0.019"
"/speaker/tuhin-sharma","play","0.019"
"/speaker/tuhin-sharma","architect","0.019"
"/speaker/tuhin-sharma","intelligence","0.019"
"/speaker/tuhin-sharma","conversion","0.019"
"/speaker/tuhin-sharma","speaker","0.019"
"/speaker/tuhin-sharma","regular","0.019"
"/speaker/tuhin-sharma","receive","0.038"
"/speaker/tuhin-sharma","track","0.019"
"/speaker/tuhin-sharma","tuhin","0.019"
"/speaker/tuhin-sharma","collaboration","0.019"
"/speaker/tuhin-sharma","o'reilly","0.019"
"/speaker/tuhin-sharma","learn","0.019"
"/speaker/tuhin-sharma","co","0.019"
"/speaker/tuhin-sharma","deep","0.019"
"/speaker/tuhin-sharma","computer","0.038"
"/speaker/tuhin-sharma","life","0.019"
"/speaker/tuhin-sharma","write","0.019"
"/speaker/tuhin-sharma","degree","0.038"
"/speaker/tuhin-sharma","beautiful","0.019"
"/speaker/tuhin-sharma","scientist","0.019"
"/speaker/tuhin-sharma","science","0.038"
"/speaker/tuhin-sharma","have","0.019"
"/speaker/tuhin-sharma","shopify","0.019"
"/speaker/tuhin-sharma","quote","0.019"
"/speaker/tuhin-sharma","code","0.019"
"/speaker/tuhin-sharma","work","0.019"
"/speaker/tuhin-sharma","ceo","0.019"
"/speaker/tuhin-sharma","patent","0.019"
"/speaker/tuhin-sharma","odsc","0.019"
"/speaker/tuhin-sharma","hypersonix","0.019"
"/speaker/tuhin-sharma","product","0.019"
"/speaker/tuhin-sharma","binaize","0.019"
"/speaker/tuhin-sharma","specialization","0.019"
"/speaker/tuhin-sharma","time","0.019"
"/speaker/tuhin-sharma","tt","0.019"
"/speaker/tuhin-sharma","paper","0.019"
"/speaker/tuhin-sharma","ii","0.019"
"/speaker/tuhin-sharma","iit","0.019"
"/speaker/tuhin-sharma","guitar","0.019"
"/speaker/tuhin-sharma","conference","0.038"
"/speaker/tuhin-sharma","group","0.019"
"/speaker/tuhin-sharma","mass","0.019"
"/speaker/tuhin-sharma","sharma","0.019"
"/speaker/tuhin-sharma","article","0.019"
"/speaker/tuhin-sharma","bachelor","0.019"
"/speaker/tuhin-sharma","ieee","0.019"
"/speaker/tuhin-sharma","corporate","0.019"
"/speaker/tuhin-sharma","master","0.019"
"/speaker/tuhin-sharma","source","0.019"
"/speaker/tuhin-sharma","favourite","0.019"
"/speaker/tuhin-sharma","field","0.019"
"/speaker/tuhin-sharma","reviewer","0.019"
"/speaker/tuhin-sharma","roorkee","0.019"
"/speaker/tuhin-sharma","mining","0.019"
"/speaker/tuhin-sharma","ai","0.096"
"/speaker/tuhin-sharma","devconf","0.019"
"/speaker/tuhin-sharma","research","0.038"
"/speaker/tuhin-sharma","data","0.038"
"/speaker/tuhin-sharma","leisure","0.019"
"/speaker/tuhin-sharma","mxnet","0.019"
"/speaker/tuhin-sharma","senior","0.019"
"/speaker/tuhin-sharma","development","0.019"
"/speaker/tuhin-sharma","aws","0.019"
"/speaker/tuhin-sharma","team","0.019"
"/speaker/tuhin-sharma","website","0.019"
"/speaker/tuhin-sharma","prominent","0.019"
"/speaker/tuhin-sharma","gids","0.019"
"/speaker/tuhin-sharma","found","0.019"
"/speaker/tuhin-sharma","nlp","0.019"
"/speaker/tuhin-sharma","shibpur","0.019"
"/speaker/tuhin-sharma","collaborate","0.019"
"/speaker/vanya-seth","asia","0.019"
"/speaker/vanya-seth","principal","0.019"
"/speaker/vanya-seth","cloud","0.019"
"/speaker/vanya-seth","market","0.019"
"/speaker/vanya-seth","use","0.038"
"/speaker/vanya-seth","architect","0.019"
"/speaker/vanya-seth","product","0.038"
"/speaker/vanya-seth","past","0.019"
"/speaker/vanya-seth","seth","0.019"
"/speaker/vanya-seth","solve","0.019"
"/speaker/vanya-seth","passionate","0.019"
"/speaker/vanya-seth","have","0.038"
"/speaker/vanya-seth","health","0.038"
"/speaker/vanya-seth","background","0.019"
"/speaker/vanya-seth","guide","0.019"
"/speaker/vanya-seth","thoughtwork","0.038"
"/speaker/vanya-seth","scale","0.019"
"/speaker/vanya-seth","system","0.019"
"/speaker/vanya-seth","indian","0.019"
"/speaker/vanya-seth","build","0.038"
"/speaker/vanya-seth","formulate","0.019"
"/speaker/vanya-seth","base","0.019"
"/speaker/vanya-seth","client","0.038"
"/speaker/vanya-seth","various","0.038"
"/speaker/vanya-seth","district","0.019"
"/speaker/vanya-seth","consult","0.019"
"/speaker/vanya-seth","africa","0.019"
"/speaker/vanya-seth","extensive","0.019"
"/speaker/vanya-seth","evolutionary","0.019"
"/speaker/vanya-seth","strategy","0.019"
"/speaker/vanya-seth","domain","0.019"
"/speaker/vanya-seth","company","0.019"
"/speaker/vanya-seth","experience","0.038"
"/speaker/vanya-seth","scalability","0.019"
"/speaker/vanya-seth","technologist","0.019"
"/speaker/vanya-seth","lead","0.019"
"/speaker/vanya-seth","dhis2","0.019"
"/speaker/vanya-seth","open","0.038"
"/speaker/vanya-seth","role","0.019"
"/speaker/vanya-seth","year","0.019"
"/speaker/vanya-seth","subcontinent","0.019"
"/speaker/vanya-seth","hyderabad","0.019"
"/speaker/vanya-seth","problem","0.019"
"/speaker/vanya-seth","platform","0.019"
"/speaker/vanya-seth","work","0.058"
"/speaker/vanya-seth","such","0.019"
"/speaker/vanya-seth","architecture","0.019"
"/speaker/vanya-seth","vanya","0.019"
"/speaker/vanya-seth","office","0.019"
"/speaker/vanya-seth","information","0.019"
"/speaker/vanya-seth","community","0.019"
"/speaker/vanya-seth","security","0.019"
"/speaker/vanya-seth","aspect","0.019"
"/speaker/vanya-seth","complex","0.019"
"/speaker/vanya-seth","design","0.019"
"/speaker/vanya-seth","native","0.019"
"/speaker/vanya-seth","additional","0.019"
"/speaker/vanya-seth","technology","0.038"
"/speaker/vanya-seth","knack","0.019"
"/speaker/vanya-seth","application","0.019"
"/speaker/vanya-seth","source","0.038"
"/speaker/vanya-seth","bring","0.019"
"/speaker/vanya-seth","strong","0.019"
"/speaker/vijayabharathi-balasubramanian","engineering","0.019"
"/speaker/vijayabharathi-balasubramanian","increase","0.019"
"/speaker/vijayabharathi-balasubramanian","product","0.019"
"/speaker/vijayabharathi-balasubramanian","feature","0.019"
"/speaker/vijayabharathi-balasubramanian","assurance","0.019"
"/speaker/vijayabharathi-balasubramanian","sustain","0.019"
"/speaker/vijayabharathi-balasubramanian","responsible","0.019"
"/speaker/vijayabharathi-balasubramanian","market","0.019"
"/speaker/vijayabharathi-balasubramanian","system","0.019"
"/speaker/vijayabharathi-balasubramanian","innovation","0.019"
"/speaker/vijayabharathi-balasubramanian","more","0.019"
"/speaker/vijayabharathi-balasubramanian","enable","0.019"
"/speaker/vijayabharathi-balasubramanian","birdwatching","0.019"
"/speaker/vijayabharathi-balasubramanian","transaction","0.019"
"/speaker/vijayabharathi-balasubramanian","reliability","0.019"
"/speaker/vijayabharathi-balasubramanian","wide","0.019"
"/speaker/vijayabharathi-balasubramanian","have","0.019"
"/speaker/vijayabharathi-balasubramanian","go","0.019"
"/speaker/vijayabharathi-balasubramanian","development","0.019"
"/speaker/vijayabharathi-balasubramanian","work","0.019"
"/speaker/vijayabharathi-balasubramanian","come","0.019"
"/speaker/vijayabharathi-balasubramanian","year","0.019"
"/speaker/vijayabharathi-balasubramanian","availability","0.019"
"/speaker/vijayabharathi-balasubramanian","day","0.019"
"/speaker/vijayabharathi-balasubramanian","industry","0.019"
"/speaker/vijayabharathi-balasubramanian","literature","0.019"
"/speaker/vijayabharathi-balasubramanian","site","0.019"
"/speaker/vijayabharathi-balasubramanian","application","0.019"
"/speaker/vijayabharathi-balasubramanian","experience","0.038"
"/speaker/vijayabharathi-balasubramanian","science","0.019"
"/speaker/vijayabharathi-balasubramanian","quality","0.019"
"/speaker/vijayabharathi-balasubramanian","contribute","0.019"
"/speaker/vijayabharathi-balasubramanian","new","0.019"
"/speaker/vijayabharathi-balasubramanian","group","0.019"
"/speaker/vijayabharathi-balasubramanian","citizen","0.019"
"/speaker/vijayabharathi-balasubramanian","vijayabharathi","0.019"
"/speaker/vijayabharathi-balasubramanian","deal","0.019"
"/speaker/vijayabharathi-balasubramanian","enjoy","0.019"
"/speaker/vijayabharathi-balasubramanian","tamil","0.019"
"/speaker/vinay-joshi","build","0.038"
"/speaker/vinay-joshi","integrate","0.019"
"/speaker/vinay-joshi","drive","0.019"
"/speaker/vinay-joshi","scale","0.019"
"/speaker/vinay-joshi","experience","0.019"
"/speaker/vinay-joshi","telecom","0.019"
"/speaker/vinay-joshi","platform","0.019"
"/speaker/vinay-joshi","leadership","0.019"
"/speaker/vinay-joshi","develop","0.019"
"/speaker/vinay-joshi","partner","0.019"
"/speaker/vinay-joshi","bachelor","0.019"
"/speaker/vinay-joshi","embed","0.019"
"/speaker/vinay-joshi","guest","0.019"
"/speaker/vinay-joshi","making","0.019"
"/speaker/vinay-joshi","nagpur","0.019"
"/speaker/vinay-joshi","solution","0.019"
"/speaker/vinay-joshi","enable","0.019"
"/speaker/vinay-joshi","architecture","0.019"
"/speaker/vinay-joshi","several","0.019"
"/speaker/vinay-joshi","global","0.019"
"/speaker/vinay-joshi","field","0.019"
"/speaker/vinay-joshi","effective","0.019"
"/speaker/vinay-joshi","senior","0.019"
"/speaker/vinay-joshi","vinay","0.077"
"/speaker/vinay-joshi","deep","0.019"
"/speaker/vinay-joshi","talent","0.019"
"/speaker/vinay-joshi","understanding","0.019"
"/speaker/vinay-joshi","business","0.019"
"/speaker/vinay-joshi","product","0.019"
"/speaker/vinay-joshi","project","0.019"
"/speaker/vinay-joshi","chain","0.019"
"/speaker/vinay-joshi","corporation","0.019"
"/speaker/vinay-joshi","degree","0.019"
"/speaker/vinay-joshi","electronic","0.019"
"/speaker/vinay-joshi","india","0.019"
"/speaker/vinay-joshi","university","0.019"
"/speaker/vinay-joshi","ecosystem","0.019"
"/speaker/vinay-joshi","simplified","0.019"
"/speaker/vinay-joshi","supply","0.019"
"/speaker/vinay-joshi","various","0.019"
"/speaker/vinay-joshi","value","0.019"
"/speaker/vinay-joshi","implement","0.019"
"/speaker/vinay-joshi","collaboration","0.019"
"/speaker/vinay-joshi","have","0.038"
"/speaker/vinay-joshi","powerful","0.019"
"/speaker/vinay-joshi","easy","0.019"
"/speaker/vinay-joshi","functional","0.019"
"/speaker/vinay-joshi","capability","0.019"
"/speaker/vinay-joshi","system","0.019"
"/speaker/vinay-joshi","center","0.019"
"/speaker/vinay-joshi","excel","0.019"
"/speaker/vinay-joshi","data","0.115"
"/speaker/vinay-joshi","use","0.019"
"/speaker/vinay-joshi","large","0.019"
"/speaker/vinay-joshi","merchandising","0.019"
"/speaker/vinay-joshi","migration","0.019"
"/speaker/vinay-joshi","hold","0.019"
"/speaker/vinay-joshi","director","0.019"
"/speaker/vinay-joshi","technology","0.038"
"/speaker/vinay-joshi","role","0.038"
"/speaker/vinay-joshi","position","0.019"
"/speaker/vinay-joshi","u.s","0.019"
"/speaker/vinay-joshi","store","0.019"
"/speaker/vinay-joshi","delivery","0.019"
"/speaker/vinay-joshi","lead","0.038"
"/speaker/vinay-joshi","trust","0.019"
"/speaker/vinay-joshi","engineering","0.019"
"/speaker/vinay-joshi","target","0.096"
"/speaker/vinay-joshi","strategic","0.038"
"/speaker/vinay-joshi","year","0.019"
"/speaker/vinay-joshi","work","0.019"
"/speaker/vinay-joshi","join","0.019"
"/speaker/vinay-joshi","serve","0.019"
"/speaker/vinay-joshi","decision","0.019"
"/speaker/vinay-joshi","cross","0.019"
