id,title,avgvote,releaseyear,tagline
11849,Dungeons & Dragons,4.500000,2000,This is no game.
11850,Invasion of the Body Snatchers,7.400000,1978,Sleep . . . Sleep . . . and be born again into a world without fear and hate!
11851,The Presidio,6.200000,1988,He didn't want to share the murder investigation. There's no way he's going to share his daughter.
11852,The Hot Chick,6.000000,2002,The hottest chick in town just switched bodies with the luckiest loser in the world.
11854,Kuch Kuch Hota Hai,7.900000,1998,
11856,Air America,4.800000,1990,The few. The proud. The totally insane.
11857,Orange County,6.000000,2002,It's not just a place. It's a state of mind.
11859,Fair Game,3.700000,1995,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...
11860,Sabrina,7.000000,1995,You are cordially invited to the most surprising merger of the year.
118628,English Vinglish,8.100000,2012,Sridevi vs Angrezi
11862,Father of the Bride Part II,5.400000,1995,Just When His World Is Back To Normal... He's In For The Surprise Of His Life!
11864,Enemy Mine,6.700000,1985,Enemies because they were taught to be. Survivors because they had to be.
11866,Flight of the Phoenix,5.600000,2004,"Out of the ashes, hope will rise."
118677,Why Stop Now?,5.400000,2012,A Funny Thing Happened on the Way to Rehab.
11867,Barb Wire,4.600000,1996,Don't call me babe!
118683,Maximum Conviction,5.200000,2012,Soldier of Vengeance
11868,Dracula,7.600000,1958,Who will his bride be tonight?
11870,Big Fat Liar,5.900000,2002,The truth is never overrated
118737,Interview with a Hitman,5.500000,2012,
11873,The Color of Money,6.200000,1986,"The hustler isn't what he used to be, but he has the next best thing: a kid who is."
11878,Yojimbo,8.000000,1961,
11879,Near Dark,6.500000,1987,"In one hot hungry kiss, he gave her everlasting love. She gave him everlasting life."
11880,Dog Soldiers,7.100000,2002,Six men. Full moon. No chance.
11881,Miracle on 34th Street,6.700000,1947,Capture the spirit of Christmas with this timeless classic!
11884,The Last Starfighter,6.700000,1984,He didn't find his dreams... his dreams found him.
11886,Robin Hood,6.500000,1973,Meet Robin Hood and his MERRY MENagerie!
11887,High School Musical 3: Senior Year,5.700000,2008,
11888,Snow Dogs,5.300000,2002,Get ready for mush hour!
11890,Oscar,7.200000,1991,
11891,Kung Pow: Enter the Fist,6.500000,2002,
11892,Murder by Numbers,6.300000,2002,The only flaw in their plan was her.
11893,Runaway Train,7.300000,1985,"Desperate, And Determined To Survive."
11894,Curly Sue,5.700000,1991,
118957,Bait,5.900000,2012,Cleanup on aisle 7.
11895,Police Academy 6: City Under Siege,5.500000,1989,The Grads are going undercover in the city to unmask the mastermind of crime.
11899,The Muppets Take Manhattan,6.300000,1984,
118,Charlie and the Chocolate Factory,6.000000,2005,Willy Wonka is semi-sweet and nuts.
11901,High Plains Drifter,7.400000,1973,Welcome to Hell
11902,Underground,8.100000,1995,
11904,Young Sherlock Holmes,6.800000,1985,"Before a lifetime of adventure, they lived the adventure of a lifetime."
11906,Suspiria,8.200000,1977,The Most Frightening Film You'll Ever See!
11908,Hatchet,5.400000,2007,Stay out of the swamp.
11913,The Gendarme Takes Off,7.500000,1970,
11915,The Gendarme and the Gendarmettes,8.000000,1982,
11916,Two Mules for Sister Sara,6.500000,1970,CLINT EASTWOOD...the deadliest man alive...takes on a whole army with two guns and a fistful of dynamite!
11917,Saw V,6.200000,2008,You Won't Believe How It Ends
11918,Superhero Movie,6.200000,2008,The greatest Superhero movie of all time! (not counting all the others)
119278,Smiley,5.600000,2012,The New Face of Fear
119283,Parker,5.600000,2013,"To get away clean, you have to play dirty."
11929,Dolores Claiborne,6.700000,1995,
11931,In Her Shoes,5.500000,2005,Friends. Rivals. Sisters.
11932,Bride of Chucky,5.900000,1998,Chucky Gets Lucky.
11933,Nothing but Trouble,5.700000,1991,All they wanted was a little getaway. All they got was nothing but trouble.
11934,The Hudsucker Proxy,7.300000,1994,They took him for a fall guy... but he threw them for a hoop.
11935,Capricorn One,6.900000,1977,The mission was a sham. The murders were real.
11937,The Gods Must Be Crazy II,7.300000,1989,"This Time, Everybody's Going Crazier."
119431,Halo 4: Forward Unto Dawn,6.700000,2012,The story of Halo 4 begins at dawn.
119450,Dawn of the Planet of the Apes,7.900000,2014,One last chance for peace.
11950,Cannonball Run II,6.000000,1984,The popcorn's in the lobby. The nuts are on the screen.
11951,Vanishing Point,7.600000,1971,It's the maximum trip... at maximum speed.
11953,Kagemusha,8.400000,1980,
11954,Lifeforce,6.900000,1985,"In the blink of an eye, the terror begins."
119569,Marvel One-Shot: Item 47,7.000000,2012,"The Avengers Won The Battle, But a Few Items Were Left Behind."
11959,UHF,7.200000,1989,"A lot of TV stations have forgotten what quality means, but not Channel 62. They NEVER knew what it meant."
11963,3 Days of the Condor,7.000000,1975,His CIA code name is Condor. In the next seventy-two hours almost everyone he trusts will try to kill him.
11966,Short Circuit 2,6.400000,1988,The adventures of America's most electric leading man continue.
119675,Behind the Candelabra,6.600000,2013,Too much of a good thing is wonderful
11967,Young Guns,6.200000,1988,Six reasons why the west was wild.
11968,Into the Blue,6.100000,2005,Treasure Has Its Price.
119698,The Dinosaur Project,4.800000,2012,The discovery of a lifetime will become a fight for survival.
11969,Tombstone,7.000000,1993,Justice is coming.
11970,Hercules,6.600000,1997,Zero to Hero!
11971,Much Ado About Nothing,7.700000,1993,
11973,Thirteen Days,7.100000,2000,You'll never believe how close we came
11974,The 'Burbs,7.100000,1989,He's a man of peace in a savage land... Suburbia.
11975,The Rainmaker,6.100000,1997,They were totally unqualified to try the case of a lifetime... but every underdog has his day.
11976,Legend,7.000000,1985,There may never be another dawn.
11977,Caddyshack,6.800000,1980,The snobs against the slobs!
11978,Men of Honor,7.100000,2000,History is made by those who break the rules.
11979,Queen of the Damned,5.600000,2002,This time there are no interviews.
11980,The Prophecy,6.200000,1995,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth."
11982,Look Who's Talking Now!,4.700000,1993,The World's Favorite Family is Back.
11983,Proof of Life,6.100000,2000,
11986,Betty Blue,8.100000,1986,
119892,The Monkey King,4.600000,2014,Spirit Warriors
11,Star Wars: Episode IV - A New Hope,7.600000,1977,"A long time ago in a galaxy far, far away..."
120292,Not Suitable For Children,5.300000,2012,He never wanted to have kids until life kicked him where it counts
120467,The Grand Budapest Hotel,8.100000,2014,A Film by Wes Anderson
120475,Dragon Ball: Episode Of Bardock,6.400000,2011,
120605,The Punisher: Dirty Laundry,7.300000,2012,What's the difference between justice and punishment?
12079,Spun,7.000000,2002,the ultimate speed freak's tale.
12085,Mad Money,5.600000,2008,
12088,Fortress,6.500000,1993,The high-tech prison thirty stories below ground. Built to withstand anything... Execpt an innocent man.
12090,Just Married,5.600000,2003,Welcome to the honeymoon from hell.
12092,Alice in Wonderland,6.400000,1951,A world of wonders in One Great Picture
12093,Lilya 4-Ever,8.100000,2002,
12094,Jackass Number Two,6.400000,2006,Guess who just made number two?
12095,From Dusk Till Dawn 2: Texas Blood Money,5.100000,1999,
12096,The Pink Panther,5.800000,2006,Pardon His French.
120,The Lord of the Rings: The Fellowship of the Ring,7.500000,2001,One ring to rule them all
12100,Windtalkers,6.300000,2002,Honor Was Their Code.
12101,Soylent Green,6.800000,1973,What is the secret of Soylent Green?
12102,Kramer vs. Kramer,7.800000,1979,
12103,Don't Say a Word,6.200000,2001,...I'll never tell.
12104,Pink Floyd - The Wall,7.300000,1982,The Memories. The Madness. The Music... The Movie.
12105,Yellow Submarine,6.800000,1968,Nothing Is Real.
12106,The Quick and the Dead,6.300000,1995,Think you are quick enough?
12107,Nutty Professor II: The Klumps,5.700000,2000,The Klumps are back!
12110,Dracula: Dead and Loving It,6.400000,1995,
12112,He Loves Me... He Loves Me Not,6.900000,2002,
12113,Body of Lies,6.500000,2008,Trust no one. Deceive everyone.
12117,Instinct,5.600000,1999,
12118,Police Academy 3: Back in Training,5.600000,1986,Run for cover!
12120,My Stepmother is an Alien,5.700000,1988,Man's closest encounter
12122,Village of the Damned,6.500000,1995,Beware the Children
12123,Chain Reaction,5.800000,1996,
12133,Step Brothers,6.700000,2008,They grow up so fast.
12138,3000 Miles to Graceland,5.800000,2001,Crime Is King.
12139,Dennis the Menace,6.000000,1993,He's armed... He's adorable... And he's out of school for the entire summer.
1213,The Talented Mr. Ripley,6.600000,1999,It's better to be a fake somebody than a real nobody.
12140,Ghost in the Shell 2: Innocence,7.500000,2004,"When machines learn to feel, who decides what is human..."
12142,Alone in the Dark,3.800000,2005,Can mankind defeat the army of darkness unleashed by an ancient evil cult?
12143,Bad Lieutenant,6.400000,1992,Gambler. Thief. Junkie. Killer. Cop.
12144,The Land Before Time,6.900000,1988,A new adventure is born.
12145,Fierce Creatures,6.200000,1997,Don't pet them.
12146,The Missing,6.300000,2003,
12149,Frailty,7.400000,2001,No Soul Is Safe.
12151,Ruthless People,7.700000,1986,Sam Stone's wife has just been kidnapped... And he doesn't want her back!
12153,White Chicks,6.500000,2004,
12154,Three Men and a Baby,5.700000,1987,They changed her diapers. She changed their lives.
12155,Alice in Wonderland,6.000000,2010,You're invited to a very important date.
12157,Green Card,5.900000,1990,"The story of two people who got married, met and then fell in love."
12159,What Dreams May Come,6.400000,1998,After life there is more. The end is just the beginning.
121606,Resolution,6.400000,2012,
12160,Wyatt Earp,6.600000,1994,The epic story of love and adventure in a lawless land.
12162,The Hurt Locker,6.900000,2008,You'll know when you're in it.
12163,The Wrestler,6.900000,2008,Love. Pain. Glory.
121642,Twice Born,6.700000,2012,A story of love. A story of war. A story of life.
12165,The Burning Plain,6.900000,2008,
121674,Great Expectations,7.000000,2013,
121677,The Reluctant Fundamentalist,7.600000,2012,
12169,The First Day of the Rest of Your Life,7.500000,2008,
121734,"Tad, the Lost Explorer",5.600000,2013,"No whip, no gun...All fun!"
12177,The Love Guru,4.800000,2008,His Karma is Huge
121789,At Any Price,5.600000,2012,
121793,Capital,5.800000,2013,
12180,Star Wars: The Clone Wars,5.900000,2008,
121823,Tai Chi Zero,6.700000,2012,See the extraordinary life of founder of the Yang style Tai Chi.
121824,Stand Up Guys,6.100000,2012,They don't make 'em like they used to.
121826,Quartet,6.400000,2012,Four Friends Looking For A Little Harmony
121828,Beyond Outrage,7.100000,2012,
12182,Nick and Norah's Infinite Playlist,6.400000,2008,Every night has a soundtrack.
121835,Lore,7.100000,2012,
12184,The Other Boleyn Girl,6.100000,2008,Two sisters divided for the love for a king.
12185,Heaven Can Wait,6.600000,1978,
121872,Ginger & Rosa,6.600000,2012,
121873,Hannah Arendt,6.600000,2012,Her ideas changed the world
121875,In the House,7.200000,2012,There's always a way in.
121879,A Late Quartet,7.400000,2012,No arrangement is more beautiful...or more complicated.
12192,Pathology,6.100000,2008,Every body has a secret.
121936,Happiness Never Comes Alone,6.600000,2012,
12193,Four Christmases,5.500000,2008,"His father, her mother, his mother and her father all in one day."
121986,Frances Ha,7.400000,2012,
121,The Lord of the Rings: The Two Towers,7.500000,2002,A New Power Is Rising.
12201,Edge of Darkness,6.200000,2010,Some secrets take us to the edge.
12205,Dark Water,7.200000,2002,
12207,The Legend of Drunken Master,7.200000,1994,He's got a secret weapon with a lot of kick.
122081,Spring Breakers,4.900000,2013,A little sun can bring out your dark side.
12208,Casino Royale,6.100000,1967,
12211,Highlander: Endgame,5.700000,2000,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one."
122192,The Lookout,6.300000,2012,
12220,The Story of Us,5.700000,1999,
12222,Horton Hears a Who!,6.200000,2008,A persons a person no matter how small!
12224,Dinotopia,5.200000,2002,
12225,Cashback,7.100000,2007,Sometimes love is hiding between the seconds of your life.
12227,White Fang,5.800000,1991,
122293,The Philadelphia Experiment,4.300000,2012,Past and Present Collide
12230,101 Dalmatians,6.200000,1961,It's a Comedy - It's a Mystery - It's a Thriller - It's New - It's Different - It's Delightful - It's FUN!
12233,Oliver & Company,6.100000,1988,The first Disney movie with attitude.
12242,Mulan II,5.700000,2004,She's primped. She's engaged. She's back.
12244,9,6.400000,2009,When our world ended their mission began.
12245,The Oxford Murders,6.200000,2008,There is no way of finding a single absolute truth
12246,Mongol,6.700000,2007,Greatness comes to those who take it.
12253,Biker Boyz,6.400000,2003,Survival of the fastest.
12262,The Hills Have Eyes,7.100000,1977,A nice American family. They didn't want to kill. But they didn't want to die.
12268,The Pink Panther Strikes Again,7.100000,1976,Who is this man ? And what is he doing ? Who Cares. But don't miss my new movie...
12271,Factory Girl,6.300000,2006,The Fame. The Spotlight. The Scandal. The Party's About To Begin.
12277,Undercover Brother,6.000000,2002,He's All Action
12279,Spy Kids 3-D: Game Over,4.900000,2003,
122800,Freelancers,5.200000,2012,"To Serve,  Protect... and Steal."
12281,Mean Creek,7.100000,2004,"Beneath the surface, everyone has a secret."
122857,Universal Soldier: Day of Reckoning,5.300000,2012,Under their own command
12289,Red Cliff,7.100000,2008,The future will be decided.
122906,About Time,7.700000,2013,A new funny film about love. With a bit of time travel.
122,The Lord of the Rings: The Return of the King,7.600000,2003,The eye of the enemy is moving.
123025,"Batman: The Dark Knight Returns, Part 1",7.500000,2012,Old heroes never die. They just get darker.
12309,Bachelor Party,6.400000,1984,A man's tradition every woman should know about.
123103,Aftershock,5.100000,2012,The Only Thing More Terrifying Than Mother Nature Is Human Nature
123105,The Bay,5.100000,2012,Panic feeds on fear.
123109,No One Lives,5.600000,2012,No one runs. No one escapes.
12310,The Four Musketeers,8.100000,1974,
123229,Les Kaïra,5.600000,2012,
123235,Paris-Manhattan,5.800000,2012,Two cities. One hopeless romantic.
12335,Bedknobs and Broomsticks,5.800000,1971,You'll beWITCHED! You'll beDAZZLED! You'll be swept into a world of enchantment BEYOND ANYTHING BEFORE!
123377,Pieta,6.200000,2012,
123553,The Mortal Instruments: City of Bones,6.100000,2013,You have been chosen
123678,The Act of Killing,7.800000,2012,"A story of killers who win, and the society they build"
123,The Lord of the Rings,6.200000,1978,J.R.R. Tolkien's The Lord of the Rings
12400,Redbelt,5.700000,2008,There's always a way out. You just have to find it.
12403,A Perfect Getaway,6.100000,2009,Welcome to paradise. Enter at your own risk.
12405,Slumdog Millionaire,7.100000,2008,What does it take to find a lost love? A. Money B. Luck C. Smarts D. Destiny
12412,Miracle at St. Anna,7.000000,2008,
124157,The Thieves,6.900000,2012,All For The Money. One For The Revenge. Every Man For Himself.
12429,Ponyo,7.300000,2008,Welcome To A World Where Anything Is Possible.
12435,The Nanny Diaries,6.300000,2007,"A comedy about life at the top, as seen from the bottom."
12437,Underworld: Rise of the Lycans,6.100000,2009,Every war has a beginning.
12444,Harry Potter and the Deathly Hallows: Part 1,7.000000,2010,One Way… One Fate… One Hero.
124459,The Incredible Burt Wonderstone,5.200000,2013,Abracatastic!
12445,Harry Potter and the Deathly Hallows: Part 2,7.300000,2011,It all ends here.
124461,A Glimpse Inside the Mind of Charles Swan III,5.000000,2012,Reality Is Overrated
12448,The Hunchback of Notre Dame II,6.000000,2002,An All New Movie
1245,The Remains of the Day,7.500000,1993,
1246,Rocky Balboa,6.400000,2006,Never give up. And never stop believing.
12473,The Visitor,6.600000,2007,Connection is everything
12477,Grave of the Fireflies,7.800000,1988,
1247,The Good Shepherd,5.800000,2006,The untold story of the most powerful covert agency in the world.
12481,The Big Boss,7.800000,1971,Every Limb Of His Body Is A Lethal Weapon!!!
1248,Hannibal Rising,5.800000,2007,It started with revenge.
124905,Godzilla,6.500000,2014,A king's arrival is never silent.
12493,High and Low,9.000000,1963,
12496,The Twilight Samurai,8.100000,2002,
12498,Sling Blade,7.000000,1996,A simple man. A difficult choice.
12499,Fathers' Day,5.800000,1997,
1249,Hollywoodland,6.100000,2006,Living in Hollywood can make you famous. Dying in Hollywood can make you a legend.
12500,American Ninja,6.000000,1985,
12508,Rock Star,5.500000,2001,The story of a wanna be who got to be.
12509,Pollock,6.900000,2000,
1250,Ghost Rider,5.200000,2007,Long ago he made a deal to save someone he loved.
12516,Dreams,6.300000,1990,"The past, present, and future. The thoughts and images of one man... for all men. One man's dreams... for every dreamer."
1251,Letters from Iwo Jima,6.700000,2006,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.
12524,Titus,7.500000,1999,If you think you know Shakespeare... Think again.
12526,Bug,6.000000,2006,First they send in their drone... Then they find their queen.
1252,Lonely Hearts,6.200000,2006,
12536,Home Alone 4,4.300000,2002,
12545,Jesus Christ Superstar,7.000000,1973,"And now, the movie......"
125490,Antiviral,5.900000,2012,What If You Could Feel Like They Do ...
1254,"Don't Worry, I'm Fine",7.800000,2006,
125509,Wrong Turn 5: Bloodlines,4.700000,2012,The inbred hillbillies are back!
12556,Ghosts of Girlfriends Past,5.500000,2009,You can't always run from your past.
1255,The Host,6.900000,2006,Monsters are real.
12560,The Big Chill,8.200000,1983,
12569,Extract,6.100000,2009,Sticking it to the man has never looked so good.
12572,"New York, I Love You",5.700000,2008,
12573,A Serious Man,6.600000,2009,...seriously!
1257,Because I Said So,5.400000,2007,"She's just your normal, overprotective, overbearing, over-the-top mother."
12584,The Shootist,7.000000,1976,He's got to face a gunfight once more to live up to his legend once more. To win just one more time.
12589,Jimmy Neutron: Boy Genius,5.300000,2001,"He may be small, but he's got a big brain!"
12590,Below,7.400000,2002,Six hundred feet beneath the surface terror runs deep
12596,Pushing Tin,5.600000,1999,A comedy about losing control
12599,Pokémon: The Movie 2000,6.600000,1999,One Person Can Make All The Difference!
1259,Notes on a Scandal,6.700000,2006,One woman's secret is another woman's power. One woman's fear is another woman's weapon. One woman's life is in another woman's hands....
12609,Help! I'm A Fish,6.000000,2001,
12610,Osmosis Jones,5.300000,2001,Every BODY needs a hero
12614,Victor Victoria,6.700000,1982,The disguise surprise comedy of the year!
12620,The House Bunny,5.500000,2008,They wanted a role model. They got a Playmate.
126250,Love is All You Need,6.300000,2012,It started when everything was over.
126277,American Mary,5.800000,2012,Appearances are everything
1262,Stranger Than Fiction,6.800000,2006,Harold Crick isn't ready to go. Period.
126319,Ernest & Celestine,8.100000,2012,
12634,The Big Bounce,5.200000,2004,It's all in who you trust
12645,Inhale,6.000000,2010,"One man, one chance, no rules."
12651,Memphis Belle,6.200000,1990,Brave young men who rode on the wings of victory.
12657,Soul Plane,5.700000,2004,Announcing the arrival of the first airline with soul
12658,Someone Like You,6.200000,2001,The story about the one that got away and the one she never saw coming.
1265,Bridge to Terabithia,6.500000,2007,"Close your eyes, but keep your mind wide open."
12665,Powder,6.200000,1995,An extraordinary encounter with another human being.
1266,Street Kings,6.200000,2008,Their city. Their rules. No prisoners.
126797,Mental,6.600000,2012,Every family is a little bit mental.
1267,Meet the Robinsons,6.600000,2007,Think your family's weird?
12685,BloodRayne: The Third Reich,3.500000,2011,Only the dead survive.
12689,"Angus, Thongs and Perfect Snogging",5.700000,2008,"Georgia Nicholson is not mental, but her life is."
1268,Mr. Bean's Holiday,6.300000,2007,Disaster has a passport.
12690,Appaloosa,6.400000,2008,Feelings get you killed.
126963,Dragon Ball Z: Battle of Gods,6.500000,2013,
12700,Dominion: Prequel to the Exorcist,5.300000,2005,"Go back before the beginning, to the place where evil was born."
12705,Smokey and the Bandit II,5.600000,1980,The Bandit is back and better than ever!
1271,300,6.900000,2006,"Spartans, prepare for glory!"
12715,Firewalker,6.300000,1986,A pair of down-and-out fortune hunters cash in on high adventure!
12721,"No Retreat, No Surrender",6.700000,1986,
1272,Sunshine,6.800000,2007,"If the sun dies, so do we."
127370,Song for Marion,6.900000,2012,Open your heart. Find your voice.
127372,Emperor,6.300000,2012,"After the war was won, the battle for peace began."
127373,What Maisie Knew,7.500000,2012,
1273,TMNT,6.000000,2007,Raising Shell In 2007
127493,Stolen,5.300000,2012,Never steal from the world's greatest thief.
127501,Barfi!,8.200000,2012,
127517,Disconnect,6.900000,2012,Look up.
127521,6 Bullets,5.600000,2012,"The greater the sinner, the greater the saint."
127533,Rurouni Kenshin,7.200000,2012,The Journey Begins
127560,The Railway Man,7.100000,2014,Revenge Is Never A Straight Line
127585,X-Men: Days of Future Past,7.900000,2014,"To save the future, they must alter the past"
12763,Take the Lead,7.100000,2006,Never Follow
12767,Cold Creek Manor,5.600000,2003,The perfect house hides the perfect crime.
12773,Navy Seals,5.300000,1990,America's top secret weapon.
12776,Johnny Stecchino,7.800000,1991,
12780,Iron Monkey,7.500000,1993,Unmask the legend
12783,The Duchess,6.300000,2008,
127846,A Hijacking,7.400000,2012,
127867,The Brass Teapot,5.800000,2013,Everyone Has A Price. What's Yours?
127884,Come Out and Play,5.000000,2012,"Come out, come out, wherever you are."
1278,The Dreamers,7.400000,2003,
127918,The Gatekeepers,7.200000,2012,
12795,Another Gay Movie,5.300000,2006,
12797,Ghost Town,6.200000,2008,He sees dead people... and they annoy him.
1280,3-Iron,8.000000,2004,
128113,Key of Life,7.900000,2012,
128136,My Awkward Sexual Adventure,5.600000,2012,
12819,Alpha and Omega,5.900000,2010,A Pawsome 3D Adventure
1281,Bean,6.700000,1997,One Man. One Masterpiece. One Very Big Mistake.
128216,Stories We Tell,7.500000,2012,
1282,Dogtown and Z-Boys,6.400000,2001,
12834,Leaves of Grass,5.600000,2009,
12837,The Secret Life Of Bees,7.000000,2008,"Bring Your Girlfriends, Sisters, Mothers and Daughters."
12888,Belly,7.000000,1998,"Money, power, respect... but who's got your back?"
12889,Futurama: The Beast with a Billion Backs,6.700000,2008,All-New Feature-Length Adventure!
128,Princess Mononoke,7.900000,1997,The Fate Of The World Rests On The Courage Of One Warrior.
12900,Conspiracy,7.000000,2001,One meeting. Six million lives.
129112,Wadjda,8.300000,2012,
12912,Chaos Theory,6.000000,2008,
129139,The To Do List,5.600000,2013,She's going from straight A's to getting her first F.
12914,Stargate: Continuum,6.800000,2008,History may never repeat itself again.
12919,Can't Buy Me Love,6.800000,1987,Money can buy popularity but it...  Can't Buy Me Love
12924,The Place Promised in Our Early Days,7.900000,2004,"Against all odds, a promise will be kept."
129670,Nebraska,7.400000,2013,
12994,The Nines,6.400000,2007,Y9u never kn9w when y9ur number is up.
129,Spirited Away,7.900000,2001,The tunnel led Chihiro to a mysterious town...
12,Finding Nemo,7.100000,2003,"There are 3.7 trillion fish in the ocean, they're looking for one."
13001,Stargate: The Ark of Truth,7.200000,2008,The lines have been drawn. The battle has been waged. Only one thing can save us...
13002,Barbie in the 12 Dancing Princesses,5.500000,2006,
13007,Religulous,6.700000,2008,Heaven help us.
13008,An American Crime,7.400000,2007,The true story of a child's punishment that became a woman's crime.
13009,Zombie Strippers!,5.000000,2008,Live Dead Nudes
13012,Felon,7.500000,2008,No rule. No hope. No way out.
130150,Labor Day,6.600000,2013,
13018,Deception,6.100000,2008,"When you're in this world, no one is who they seem, and everyone is playing the game."
13019,Young People Fucking,6.300000,2007,Coming Together Has Never Been So Complicated.
13022,Rogue,6.700000,2007,How Fast Can You Swim?
13025,Diary of the Dead,5.500000,2007,Where will you be when the end begins?
130267,Seal Team Six: The Raid on Osama Bin Laden,5.400000,2012,
13027,Eagle Eye,6.100000,2008,If you want to live you will obey
13041,El Topo,6.900000,1970,The Definitive Cult Spaghetti Western
13042,Presto,8.400000,2008,
13043,Camping,6.100000,2006,
13051,Max Payne,5.500000,2008,When a Man Has Lost Everything. He Only has Revenge
13053,Bolt,6.100000,2008,Fully Awesome. Ridonculous. Let It Begin.
13056,Punisher: War Zone,5.500000,2008,Vengeance Has a Name
13061,Your Friend the Rat,7.400000,2007,
13062,Boundin',7.700000,2003,
13067,In the Land of Women,6.700000,2007,
130739,A Coffee in Berlin,7.100000,2013,
130747,The Guardians,5.900000,2012,
13090,Sunshine Cleaning,6.100000,2008,
130925,Partysaurus Rex,7.800000,2012,An Electro Sudsy Good Time!
13092,How to Lose Friends & Alienate People,6.700000,2008,"He's across the pond, and out of his depth."
13107,Henry Poole Is Here,5.100000,2008,Changing his attitude will take a miracle.
13121,Teeth,6.000000,2007,Every rose has its thorns.
13122,The People Under the Stairs,7.100000,1991,
13150,Pride and Glory,6.200000,2008,Truth. Honor. Loyalty. Family. What are you willing to sacrifice?
13151,Scooby-Doo on Zombie Island,7.800000,1998,
13154,Showdown in Little Tokyo,6.500000,1991,One's a warrior. One's a wise guy. They're two L.A. cops going after a gang of drug lords. Feet first.
13155,Return to Oz,7.400000,1985,An all-new adventure down the yellow brick road.
13156,Secondhand Lions,6.700000,2003,An impressive story that will touch your heart.
13159,Georgia Rule,5.900000,2007,"In this family, attitude doesn't skip a generation."
13160,Over Her Dead Body,4.900000,2008,She's passed on... But she's not moving on.
13161,Big Stan,6.100000,2007,He'll have to kick some butt to save his own.
131634,The Hunger Games: Mockingjay - Part 2,8.800000,2015,
13166,Freddy Got Fingered,5.100000,2001,A touching story of a young man who desperately wants to make his daddy proud.
131689,The Wicked,4.500000,2013,The Wicked Will Get You...
13168,Smiley Face,7.900000,2007,
13173,The Ten,5.400000,2007,"If He'd meant the commandments literally, He'd have written them in stone."
13179,Tinker Bell,6.500000,2008,Enter the world of fairies.
13183,Watchmen,6.600000,2009,Justice is coming to all of us.  No matter what we do.
13184,Bangkok Dangerous,5.400000,2008,There's only one way out.
13186,Wrong Turn 2: Dead End,5.300000,2007,Evil Awaits.
13187,A Charlie Brown Christmas,8.400000,1965,"That's what Christmas is all about, Charlie Brown!"
13188,Scrooge,6.800000,1951,The Holiday Picture of All Time! Charles Dickens' Joyous Classic!
13190,Dead Space: Downfall,5.600000,2008,
13191,"War, Inc.",5.900000,2008,When it comes to war... America means business
13192,Moonwalker,7.100000,1988,A Movie Like No Other
13193,Saved!,5.700000,2004,
13195,Flawless,6.900000,2007,
13198,Wristcutters: A Love Story,6.300000,2006,"Life is a trip, but the afterlife is one hell of a ride."
13203,Son in Law,6.400000,1993,He's a relative nightmare.
13205,Bambi II,5.500000,2006,A Son's Courage. A Father's Love.
13207,Friday the 13th,6.000000,2009,"You know his name. You know the story. On Friday the 13th, witness his resurrection..."
132137,Werewolf: The Beast Among Us,4.700000,2012,
13220,Splinter,6.400000,2008,It will get under your skin.
132232,Mama,6.000000,2013,A Mother's Love is Forever
13223,Gran Torino,7.300000,2008,Ever come across somebody you shouldn't have messed with?
13225,FernGully: The Last Rainforest,6.500000,1992,Do you believe in humans?
132316,Jab Tak Hai Jaan,7.500000,2012,Jab Tak Hai Jaan
132344,Before Midnight,7.100000,2013,
132363,The Butler,7.200000,2013,One quiet voice can ignite a revolution
13243,Meet Bill,6.400000,2007,A comedy about someone you know.
13249,Seraphim Falls,6.600000,2006,Never Turn Your Back on the Past
13250,Butterfly on a Wheel,6.600000,2007,Lives will be broken
13252,Cleaner,5.800000,2007,
13253,Futurama: Bender's Game,7.000000,2008,All-New Feature-Length Quest
13256,Mutant Chronicles,4.900000,2008,Welcome to the 23rd century.  The new dark ages.
13257,Mr. Woodcock,4.800000,2007,Letting Go of Your Past Is Hard... Especially When It's Dating Your Mom.
13258,Son of Rambow,6.500000,2007,
13260,Semi-Pro,5.600000,2008,Putting the funk into the dunk.
132712,Party Crashers,5.100000,2012,
13275,Annapolis,5.900000,2006,"50,000 Apply. 1,200 Are Accepted. Only The Best Survive"
13279,Lakeview Terrace,5.600000,2008,What Could Be Safer Than Living Next to a Cop?
13282,Death Race 2000,6.300000,1975,A Cross Country Road Wreck!
13283,Barbie as the Island Princess,5.600000,2007,
13291,Traitor,6.100000,2008,The truth is complicated.
13310,Let the Right One In,7.400000,2008,"Eli is 12 years old. She's been 12 for over 200 years and, she just moved in next door."
133121,Resident Evil: Damnation,6.000000,2012,The worst evil has been unleashed.
13312,Inside,7.500000,2007,Terror comes calling
13313,Beauty and the Beast: The Enchanted Christmas,6.700000,1997,
13320,Funny Face,6.700000,1957,'S Wonderful! 'S Marvelous!
13333,Game of Death,6.800000,1979,Bruce Lee challenges the underworld to a Game of Death.
13335,Harold & Kumar Escape from Guantanamo Bay,6.000000,2008,This time they're running from the joint.
133369,The Conspiracy,6.700000,2012,Which one of us is really crazy?
