id,title,avgvote,releaseyear,tagline
200462,Hansel & Gretel,5.300000,2013,A Classic Tale... Horrifyingly Real
20048,Confessions of a Shopaholic,5.800000,2009,A new job? Hopefully. A new man? Possibly. A new handbag? Absolutely!
200505,Draft Day,6.600000,2014,The greatest victories don't always happen on the field.
2005,Sister Act,6.100000,1992,No booze! No sex! No drugs!... No way!
200713,9 Month Stretch,6.700000,2013,
2007,Lorenzo's Oil,5.900000,1992,Some people make their own miracles.
200823,Fonzy,5.600000,2013,
20083,Shinjuku Incident,7.300000,2009,They destroyed his life... Now he'll destroy them all.
2009,"4 Months, 3 Weeks and 2 Days",7.400000,2007,
200,Star Trek: Insurrection,6.400000,1998,The battle for paradise has begun.
201086,Cuban Fury,6.100000,2014,All's fair in Love & Salsa
2011,Persepolis,7.100000,2007,
20126,Deep Red,8.100000,1975,When the Screaming starts and the Blood begins to flow... Pinch yourself and keep repeating I'M AT THE MOVIES! I'M AT THE MOVIES! I'M AT THE MOVIES! I'M AT THE MOVIES!
20139,The Children's Hour,7.700000,1961,One simple lie destroyed everything they had.
2013,The Diving Bell and the Butterfly,7.600000,2007,
201676,My Little Pony: Equestria Girls,7.800000,2013,The magic of friendship never changes.
2016,Days of Glory,6.400000,2006,The true story of World War II's forgotten heroes.
201749,Mr. Morgan's Last Love,6.800000,2013,It's never too late to love life again.
20178,World's Greatest Dad,6.800000,2009,Lance Clayton is about to get everything he deserves.
201847,Compulsion,5.300000,2013,
20187,The Eiger Sanction,6.400000,1975,EASTWOOD is the man . . Eiger is the location . . and the sanction - is a licence to kill!
2018,The Wedding Planner,5.600000,2001,His big day is her big problem.
2019,Hard Target,5.800000,1993,Don't hunt what you can't kill.
201,Star Trek: Nemesis,6.500000,2002,A generation's final journey... begins.
2020,The Bachelor,4.300000,1999,One thousand brides. One hundred million dollars. Jimmie Shannon is about to discover the true value of love.
202220,Badges of Fury,5.000000,2013,
2022,Mr. Deeds,6.000000,2002,"Small town kid, big time right hook."
20235,Beauty and the Beast: Belle's Magical World,6.100000,1998,
2023,Hidalgo,6.900000,2004,Unbridled. Unbroken. Unbeaten.
2024,The Patriot,6.500000,2000,Some things are worth fighting for.
202575,The House of Magic,7.000000,2013,
2026,Hostage,5.900000,2005,Every Second Counts
2028,Say Anything...,6.900000,1989,To know Lloyd Dobler is to love him. Diane Court is about to know Lloyd Dobler.
20312,Interstate 60: Episodes of the Road,7.600000,2002,"It began as a wish, became an adventure, and ended as the ultimate road trip."
203217,Minha Mãe é uma Peça: O Filme,7.000000,2013,
20329,L: Change the WorLd,5.400000,2008,The final death note showdown!
20342,Secret,7.400000,2007,
2034,Training Day,6.800000,2001,"The only thing more dangerous than the line being crossed, is the cop who will cross it."
20352,Despicable Me,6.900000,2010,Superbad. Superdad.
203665,Paris à tout prix,5.800000,2013,
203696,Scooby-Doo! Stage Fright,5.500000,2013,
203739,Vampire Academy,5.700000,2014,They Suck at School
203793,Stalingrad,5.300000,2013,The Epic Battle That Turned The Tide Of World War II.
203819,Tracks,6.500000,2013,Leave everything behind.
203833,The Book Thief,7.600000,2013,Courage beyond words.
2039,Moonstruck,6.100000,1987,
203,Mean Streets,7.600000,1973,You don't make up for your sins in church. You do it in the streets...
204082,Homefront,6.600000,2013,How far would you go to protect your home?
20421,Rock-A-Doodle,5.900000,1992,"The rousing, rollicking adventure of the world's first rockin' rooster!"
204349,Contracted,5.500000,2013,Not your average one night stand.
2043,Along Came a Spider,5.700000,2001,The game is far from over.
204435,Krrish 3,6.500000,2013,
2044,The Lake House,5.900000,2006,How do you hold on to someone you've never met?
20453,3 Idiots,7.700000,2009,
204553,Cold Eyes,7.500000,2013,
20455,Digimon: The Movie,6.900000,2000,
204668,Belle and Sebastian,6.500000,2013,
2046,The Gift,6.400000,2000,The only witness to the crime was not even there.
204765,Prêt à Tout,5.700000,2014,
20481,Nightbreed,6.200000,1990,Come meet the dead of night.
20483,Catch That Kid,5.500000,2004,They're on a mission without permission.
2048,"I, Robot",6.500000,2004,Laws are made to be broken.
204,The Wages of Fear,9.000000,1953,Dynamic Tremendous Shattering
205022,Chennai Express,6.400000,2013,Ready... Steady... Po!
20504,The Book of Eli,6.300000,2010,Some will kill to have it. He will kill to protect it.
205220,Philomena,7.600000,2013,These two unlikely companions are on a journey to find her long lost son.
20526,TRON: Legacy,6.200000,2010,The Game Has Changed.
205321,Sharknado,4.000000,2013,Enough said!
20533,Jonah Hex,5.000000,2010,Revenge gets ugly.
20536,61*,5.900000,2001,
20539,The Crucible,6.700000,1996,
2054,Mr. Holland's Opus,6.300000,1995,"Of All the Lives He Changed, the One That Changed the Most Was His Own."
2055,Open Range,7.100000,2003,No place to run. No reason to hide.
205601,Belle,7.700000,2014,Based on the inspiring true story
2056,The Station Agent,8.100000,2003,Loneliness is much better when you have got someone to share it with.
205724,Welcome to the Jungle,5.100000,2014,Unleash your inner beast!
2057,Original Sin,6.200000,2001,This is not a love story - it's a story about love.
205891,The Demented,4.900000,2013,
2058,Addicted to Love,6.100000,1997,A Comedy About Lost Loves And Last Laughs
2059,National Treasure,6.300000,2004,The greatest adventure history has ever revealed.
205,Hotel Rwanda,6.800000,2004,"When the world closed its eyes, he opened his arms."
20604,Metal: A Headbanger's Journey,8.600000,2006,
20606,Doghouse,6.900000,2009,
20618,Road Trip: Beer Pong,5.800000,2009,
2061,Pusher,7.200000,1996,You don't have a chance. Seize it!
206260,The Rooftop,6.100000,2013,
2062,Ratatouille,6.900000,2007,He's dying to become a chef.
206324,Bhaag Milkha Bhaag,7.900000,2013,Now you will see his Real Story.
206408,Chinese Puzzle,6.400000,2013,
206419,Red Line,5.300000,2013,Next Stop: Terror
2064,While You Were Sleeping,6.600000,1995,A story about love at second sight.
20662,Robin Hood,6.000000,2010,"Rise and rise again, until lambs become lions."
20677,Detective Conan: Captured in Her Eyes,7.400000,2000,
2067,Mission to Mars,6.200000,2000,Let There Be Life.
2069,The Whole Nine Yards,6.200000,2000,"In the heart of suburbia, a hit man with heart has just moved in."
20726,Little Giants,6.000000,1994,"For everyone who's waited to be chosen, and wasn't... your day has come."
20737,Air Bud,5.700000,1997,He Sits. He Stays. He Shoots. He Scores.
2075,Prizzi's Honor,6.800000,1985,
20760,Lilo & Stitch 2: Stitch has a Glitch,6.400000,2005,
20766,The Road,6.700000,2009,In a moment the world changed forever.
207768,I Spit On Your Grave 2,6.700000,2013,
20777,The Killing Room,6.000000,2009,
207,Dead Poets Society,7.400000,1989,He was their inspiration. He made their lives extraordinary.
20803,Ivan Vasilyevich Changes His Profession,9.100000,1973,
2080,X-Men Origins: Wolverine,6.200000,2009,Witness the Origin.
208134,Jackass Presents: Bad Grandpa,6.400000,2013,Real people. Real reactions. Real messed up.
208277,Wetlands,5.200000,2013,
20829,Funny People,5.400000,2009,"George Simmons was prepared to die, but then a funny thing happened."
2082,Halloween,6.000000,2007,Evil. Unmasked.
20856,Aliens in the Attic,5.600000,2009,The aliens vs. the Pearsons
20857,Hard Ball,6.600000,2001,The most important thing in life is showing up
2085,Romeo Must Die,6.100000,2000,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember."
2086,Nick of Time,6.400000,1995,
20871,Gentlemen of Fortune,8.800000,1971,
2087,The Getaway,5.400000,1994,
208869,Plastic,6.800000,2014,HUSTLE. HEIST. REPEAT.
209049,Tiny Times,4.800000,2013,
20910,The Muppets' Wizard of Oz,3.800000,2005,
209185,The Grand Seduction,6.900000,2013,
209244,Are You Here,5.900000,2014,Friendship... there's nothing in it for anybody.
209247,The Art of the Steal,6.500000,2013,It takes a great artist to pull off the perfect con
209249,The Love Punch,6.200000,2013,You can't pinch a diamond without stealing a few hearts
209262,Parkland,6.100000,2013,"November 22, 1963, 12:38 pm - A trauma patient is rushed to Parkland Memorial Hospital in Dallas. His name is President John F. Kennedy."
209263,Enough Said,6.900000,2013,
209274,Ida,6.700000,2013,
209276,Starred Up,7.400000,2013,We're all different on the inside
209350,Le Week-End,6.400000,2013,
209355,The French Minister,5.700000,2013,
209361,One Chance,5.900000,2013,The incredible true story of an underdog who never gave up
209403,Bad Words,6.400000,2013,The end justifies the means
209406,The Right Kind of Wrong,5.300000,2013,Leo just met the love of his life. At her wedding.
209410,Shuddh Desi Romance,7.300000,2013,
20943,The Ugly Truth,6.300000,2009,The battle of the sexes is on.
209451,Jersey Boys,7.100000,2014,
209504,Bounty Killer,5.700000,2013,"If the suit fits, waste it."
20982,Gekijouban Naruto Shippuuden,7.600000,2007,
209901,Nothing Left to Fear,4.100000,2013,Let Us Prey.
2099,Raw Deal,6.800000,1986,Nobody gives him a Raw Deal
20,My Life Without Me,7.700000,2003,
210024,An Adventure in Space and Time,7.800000,2013,The Story Begins Here...
210047,Cold Comes the Night,5.700000,2014,Sometimes the fight of your life comes in the dead of night.
2100,The Last Castle,7.600000,2001,A Castle Can Only Have One King
21028,Moscow Does Not Believe in Tears,8.500000,1980,
21032,Balto,6.800000,1995,Part Dog. Part Wolf. All Hero.
21036,Panda! Go Panda!,6.600000,1972,
2103,Solaris,6.500000,2002,How far will you go for a second chance?
210479,Locke,6.900000,2014,No turning back
210577,Gone Girl,8.600000,2014,You don't know what you've got 'til it's...
2105,American Pie,6.200000,1999,There's nothing like your first piece.
2108,The Breakfast Club,7.200000,1985,"They only met once, but it changed their lives forever."
210908,All Cheerleaders Die,5.400000,2013,You can't kill their spirit
210911,Rigor Mortis,6.000000,2013,
210947,Afflicted,6.400000,2013,Captured. On Film.
2109,Rush Hour,6.700000,1998,The Fastest Hands in the East Meet the Biggest Mouth in the West.
211067,The Sacrament,6.200000,2013,Documented for the first time witness the untold story of the tragedy at Eden Parish
2110,Wasabi,7.000000,2001,For those who take their action raw.
2112,Payback,6.300000,1999,No More Mr. Nice Guy.
211387,Marvel One-Shot: Agent Carter,7.900000,2013,In an all-new Captain America adventure
211449,Riddick: Blindsided,7.300000,2013,
2114,Final Fantasy: The Spirits Within,5.800000,2001,Unleash a new reality
2116,Out of Time,6.400000,2003,The Clock Is Ticking...
2117,Sophie Scholl: The Final Days,7.800000,2005,
2118,L.A. Confidential,7.100000,1997,Everything is suspect... Everyone is for sale... And nothing is what it seems.
21191,Sin Nombre,7.700000,2009,The greatest sin of all is risking nothing.
211954,Instructions Not Included,7.900000,2013,Life doesn't care if you're ready.
2119,Days of Thunder,5.900000,1990,You can't stop the thunder.
21208,Orphan,6.400000,2009,Can you keep a secret?
212231,Kid Cannabis,6.400000,2014,
2122,The Whole Ten Yards,5.800000,2004,"They missed each other. This time, their aim is better."
2123,"Me, Myself & Irene",6.100000,2000,From gentle to mental.
2124,Color of Night,5.600000,1994,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night."
212716,What If,7.000000,2014,
212778,Chef,7.500000,2014,Starting from scratch never tasted so good
212,Arsenic and Old Lace,7.400000,1944,She Passed Out On Cary! No Wonder . . . She's just discovered his favorite aunts have poisoned their 13th gentleman friend!
213015,Unbeatable,7.000000,2013,
21301,Barbershop 2:  Back in Business,6.200000,2004,Back in business
213121,Toy Story of Terror!,7.600000,2013,One toy gets left behind!
21334,Children of Heaven,8.500000,1997,
2133,The Perfect Storm,5.800000,2000,The storm is coming.
21348,Kirikou and the Sorceress,6.900000,1998,
21349,Anywhere But Here,6.100000,1999,
2134,The Time Machine,7.600000,1960,You Will Orbit into the Fantastic Future!
2135,The Time Machine,6.000000,2002,The greatest adventure THROUGH all time!
21385,"Mickey, Donald, Goofy: The Three Musketeers",5.700000,2004,All for fun and fun for all
213,North by Northwest,7.300000,1959,It's a deadly game of 'tag' and Cary Grant is 'it'...
214030,Fading Gigolo,6.100000,2013,
214075,Words and Pictures,6.900000,2014,
21407,The Collector,6.500000,2009,He always takes one
2140,Kiss of the Dragon,6.600000,2001,Kiss Fear Goodbye
21427,The Valet,6.500000,2006,
2142,Cop Land,6.700000,1997,No One Is Above The Law.
214314,Bears,7.900000,2014,A look at the life of bears living in Alaska's coastal mountains and shores.
21435,French Fried Vacation 3,4.600000,2006,
2144,One Night At McCool's,5.300000,2001,A story about finding the perfect woman... and trying desperately to give her back.
21452,Detective Conan: The Fourteenth Target,7.800000,1998,
214597,Fright Night 2: New Blood,4.500000,2013,Get Ready For The Sexiest Fright Night Ever...
21474,Bring It On: Fight to the Finish,5.100000,2009,
21481,Twitches,5.300000,2005,
21484,Possession,7.400000,1981,Murder. Evil. Infidelity. Madness.
214,Saw III,6.100000,2006,Suffering? You Haven't Seen Anything Yet...
21519,Project A,6.600000,1983,Nonstop Action On The High Seas!
215211,Grace of Monaco,6.300000,2014,
21539,The Preacher's Wife,6.500000,1996,They needed help. What they got was a miracle.
2155,Reindeer Games,5.400000,2000,The trap is set. The game is on.
21575,A Prophet,7.600000,2009,
215776,Madras Cafe,7.500000,2013,
2157,Lost in Space,5.200000,1998,"Danger, Will Robinson!"
215814,Forbidden Ground,6.700000,2013,Survivors will become heroes.
215830,Open Grave,5.800000,2014,"The moment you wake up, the nightmare begins."
21583,Management,4.900000,2008,Some moments just feel right.
215848,Family United,5.600000,2013,
215,Saw II,6.100000,2005,Oh Yes... There Will Be Blood.
21610,Nighthawks,7.400000,1981,A terrorist holds New York in a grip of fear - and only Stallone can take him on.
2161,Fantastic Voyage,6.500000,1966,"Four men and one woman on the most fantastic, spectacular and terrifying journey of their lives…”"
216282,Into the Storm,6.400000,2014,
21629,Stir Crazy,6.500000,1980,Two jailbirds who just want out of the cage.
21634,Prayers for Bobby,7.600000,2009,
2163,Breakdown,6.500000,1997,It could happen to you.
21641,The Damned United,7.700000,2009,They love me for what I'm not... ...they hate me for what I am.
2164,Stargate,6.600000,1994,It will take you a million light years from home. But will it bring you back?
2168,2:37,7.000000,2006,
21683,Batman: Mystery of the Batwoman,6.800000,2003,
2171,Wet Hot American Summer,6.600000,2001,High Times. Hard Bodies. Soft Rock.
21724,Dance Flick,5.300000,2009,
21734,Shadow of a Doubt,7.000000,1943,
21752,If I Were You 2,6.600000,2009,
21755,The Brothers Bloom,7.100000,2008,They'd never let the truth come between them.
2176,The Glass House,5.200000,2001,Be Careful Who You Trust
21778,RRRrrrr!!!,5.400000,2004,
217923,Young Detective Dee: Rise of the Sea Dragon,5.800000,2013,
217993,Justice League: War,7.300000,2014,A time when heroes became legends.
2179,Tenacious D in The Pick of Destiny,6.600000,2006,An epic quest. A magical guitar pick. A chance to put the D in Destiny.
217,Indiana Jones and the Kingdom of the Crystal Skull,5.600000,2008,The adventure continues . . .
2182,Attack of the Killer Tomatoes!,5.000000,1978,Aaargh!...
21832,Neon Genesis Evangelion: Death and Rebirth,6.100000,1997,
21835,A Chinese Odyssey Part Two: Cinderella,8.300000,1994,
21845,Rookie of the Year,5.500000,1993,The Chicago Cubs needed a miracle... They got Henry Rowengartner.
2185,Big Trouble,6.500000,2002,These people are in Big Trouble.
21861,LOL (Laughing Out Loud),6.500000,2008,
218836,Planes: Fire & Rescue,6.500000,2014,"When others fly out, heroes fly in."
218,The Terminator,6.800000,1984,Your future is in his hands.
219318,The Volcano,5.000000,2013,
219572,Police Story 2013,6.000000,2013,
2196,Death at a Funeral,7.000000,2007,From director Frank Oz comes the story of a family that puts the F U in funeral.
21970,The Watcher in the Woods,6.700000,1980,Scared of going into the woods? You should be ...
21972,Like Mike,6.500000,2002,"Think like Mike, Achieve like Mike, Be Like Mike."
219,Volver,7.200000,2006,
22007,Train,5.200000,2008,You're in for a hell of a ride.
220286,Grand Piano,6.000000,2014,Play or die.
220289,Coherence,7.000000,2013,Nothing is random
22051,Adam,7.800000,2009,A story about two strangers. One a little stranger than the other...
2207,16 Blocks,6.000000,2006,"For a New York cop and his witness, the distance between life and death just got very short."
22074,Capitalism: A Love Story,6.600000,2009,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O."
22084,Dadnapped,4.800000,2009,
220,East of Eden,7.300000,1955,Of what a girl did . . . what a boy did ... of ecstasy and revenge!
22164,Blood and Bone,7.600000,2009,Destroy your enemy
221,Rebel Without a Cause,7.500000,1955,Jim Stark - a kid from a 'good' family - what makes him tick...like a bomb?
222216,Special ID,6.100000,2013,Justice. Undercover.
222899,About Last Night,6.300000,2014,It's about compromise. It's about love. It's about a good wingman.
222935,The Fault in Our Stars,8.200000,2014,One Sick Love Story
22309,The Fighting Temptations,5.800000,2003,
22311,The Inglorious Bastards,5.800000,1978,"If you're a kraut, he'll take you out!"
22327,Youth in Revolt,5.800000,2009,"Every Revolution Needs A Leader"
22345,Baby Geniuses,3.400000,1999,Think innocent. Think helpless. Think again. Naps are history.
223,Rebecca,7.100000,1940,The shadow of this woman darkened their love.
2246,Malice,6.500000,1993,
224815,Skinwalker Ranch,5.200000,2013,
224908,Embrace of the Vampire,6.500000,2013,
22492,It Might Get Loud,7.400000,2009,
22494,Frequently Asked Questions About Time Travel,7.600000,2009,Three guys. One pub. Too much time on their hands.
2251,Unfaithful,6.400000,2002,Where do you go when you've gone too far?
2252,Eastern Promises,6.700000,2007,Every sin leaves a mark.
22536,Thirst,7.200000,2009,
22538,Scott Pilgrim vs. the World,7.100000,2010,Get the hot girl. Defeat her evil exes. Hit love where it hurts.
2253,Valkyrie,6.600000,2008,Many saw evil. They dared to stop it.
225565,That Awkward Moment,6.100000,2014,When You Realize Getting Some Means Wanting More
225574,Non-Stop,7.100000,2014,The hijacking was just the beginning.
2255,Chasing Amy,6.600000,1997,It's not who you love. It's how.
225703,The Starving Games,4.700000,2013,"From the guys who cooked up 'Date Movie', 'Meet the Spartans' and 'Vampires Suck'"
22582,Tom and Jerry: The Movie,6.100000,1992,
22586,The Swan Princess,6.700000,1994,An enchanting classic destined to capture your heart and free your spirit.
225886,Sex Tape,6.200000,2014,A movie about a movie they don't want you to see.
2259,The House of the Spirits,6.600000,1993,
22620,Scooby-Doo! The Mystery Begins,6.300000,2009,The Greatest Mystery Is How It All Began.
226486,Tammy,5.200000,2014,
2266,"Paris, je t'aime",6.900000,2006,Stories of love from the heart of the city
2267,The Last Mimzy,5.500000,2007,An intergalactic package from light years away unleashes an adventure beyond imagination.
226857,Endless Love,6.800000,2014,Say Goodbye to Innocence
2268,The Golden Compass,5.600000,2007,There are worlds beyond our own - the compass will show the way.
226936,Aspirante vedovo,4.500000,2013,
2269,Day Watch,6.300000,2006,The second chapter in the epic fantasy trilogy
226,Boys Don't Cry,7.000000,1999,A true story about finding the courage to be yourself.
227094,The Returned,6.500000,2013,
2270,Stardust,6.900000,2007,The fairytale that won't behave
227156,The Giver,6.700000,2014,You can make things better.
227348,Paranormal Activity: The Marked Ones,5.900000,2014,You're one of us now.
227359,Force of Execution,5.800000,2013,
2274,The Seeker: The Dark Is Rising,5.500000,2007,
2275,The General's Daughter,5.800000,1999,"To find the truth, follow the lies."
227700,Mindscape,6.100000,2013,Don't Let Her In
227707,The Adventurer: The Curse of the Midas Box,5.400000,2013,The new name for adventure.
227783,The Nut Job,5.800000,2014,Let's Get Nuts!
2277,Bicentennial Man,6.300000,1999,One robot's 200 year journey to become an ordinary man.
22787,Whiteout,5.700000,2009,See Your Last Breath
22794,Cloudy with a Chance of Meatballs,6.200000,2009,Prepare to get served.
22796,Simon Birch,6.900000,1998,Destiny has big plans for little Simon Birch.
22798,Whip It,6.700000,2009,Be Your Own Hero
227,The Outsiders,6.500000,1983,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.
22803,Law Abiding Citizen,6.900000,2009,The System Must Pay.
22804,Saw VI,5.900000,2009,The Game Has Come Full Circle
2280,Big,6.400000,1988,Have you ever had a really big secret?
228150,Fury,8.900000,2014,
228194,The Hundred-Foot Journey,7.800000,2014,
228202,Meu Passado me Condena,6.500000,2013,
22821,The Boondock Saints II: All Saints Day,5.900000,2009,The Saints Are Calling
22824,The Fourth Kind,6.100000,2009,There are four kinds of alien encounters. The fourth kind is abduction.
22825,The Box,5.300000,2009,All you have to do is push the button.
22826,The Monster,6.700000,1994,
22832,Ninja Assassin,6.200000,2009,"Fear not the weapon, but the hand that wields it."
22843,Evangelion: 2.0 You Can (Not) Advance,7.800000,2009,"In The War Between Heaven and Earth, Salvation is Machine"
2284,Mr. Magorium's Wonder Emporium,6.200000,2007,You have to believe it to see it.
22855,Superman/Batman: Public Enemies,7.100000,2009,No one is above the law.
22881,The Blind Side,6.800000,2009,Based on the extraordinary true story
2288,Closer,6.800000,2004,"If you believe in love at first sight, you never stop looking."
22894,Legion,5.100000,2010,"When the last angel falls, the fight for mankind begins."
22897,It's Complicated,6.200000,2009,First comes marriage. Then comes divorce. And then...
2289,Cold Mountain,6.300000,2003,Find your way home
22907,Takers,6.500000,2010,Who's Taking Who?
2291,Jacob's Ladder,7.100000,1990,The most frightening thing about Jacob Singer's nightmare is that he isn't dreaming.
229296,Justin Bieber's Believe,8.400000,2013,
229297,Magic in the Moonlight,6.800000,2014,
2292,Clerks,7.300000,1994,Just because they serve you doesn't mean they like you.
2293,Mallrats,6.800000,1995,They're not there to shop. They're not there to work. They're just there.
229405,Panic in the Mailroom,8.200000,2013,
229407,Puppy,8.400000,2013,
229408,Training Wheels,8.000000,2013,
22947,Up in the Air,6.400000,2009,The story of a man ready to make a connection.
22949,Old Dogs,5.800000,2009,Life is Not Child-Proof.
2294,Jay and Silent Bob Strike Back,6.300000,2001,Hollywood had it coming
22954,Invictus,6.700000,2009,His people needed a leader. He gave them a champion.
2295,Clerks II,7.000000,2006,With No Power Comes No Responsibility
22970,The Cabin in the Woods,6.300000,2012,If you hear a strange sound outside... have sex
22971,Dear John,6.500000,2010,Love brought them together will fate tear them apart.
22972,Green Zone,6.400000,2010,Chief Warrant Officer Roy Miller is done following orders
229,The Bride of Frankenstein,7.500000,1935,The monster demands a mate.
22,Pirates of the Caribbean: The Curse of the Black Pearl,7.000000,2003,Prepare to be blown out of the water.
2300,Space Jam,6.300000,1996,Get ready to jam.
230158,Aziz Ansari: Buried Alive,8.000000,2013,30 comes at you fast.
230222,Tarzan,6.100000,2013,The legend starts here
23023,Tooth Fairy,5.500000,2010,You can't handle the tooth.
23044,The September Issue,7.400000,2009,
23047,Season of the Witch,5.600000,2011,Not all souls can be saved.
23048,Hot Tub Time Machine,5.800000,2010,Kick some past
23049,My Life in Ruins,5.700000,2009,The most fun you can have without a passport.
23082,The Invention of Lying,5.900000,2009,In a world where everyone can only tell the truth... This guy can lie.
230896,Iron Man & Hulk: Heroes United,5.600000,2013,Iron Man and the Hulk team up in groundbreaking Marvel CG Animation.
2309,Inkheart,6.100000,2008,Every story ever written is just waiting to become real.
2310,Beowulf,5.500000,2007,Evil breeds pain.
23116,Loose Change 9/11: An American Coup,7.100000,2009,Does History Repeat Itself?
231176,Sole a catinelle,6.900000,2013,
23128,The Cove,7.300000,2009,Shallow Water. Deep Secret.
2312,In the Name of the King: A Dungeon Siege Tale,4.300000,2008,Rise and fight
2313,Prime,5.600000,2005,A Therapeutic New Comedy
231474,The Hunters,3.500000,2013,"For centuries, a secret organization has protected the world's treasures... Meet the next generation."
231576,Wish I Was Here,8.000000,2014,Life is an occasion. Rise to it.
23168,The Town,6.800000,2010,Welcome to the bank robbery capital of America.
23169,Remember Me,6.800000,2010,Live in the moments.
23172,The Spy Next Door,5.700000,2010,"Spying is easy, Babysitting is hard"
231,Syriana,6.100000,2005,Everything is connected.
23202,Trick 'r Treat,6.500000,2007,"Poison, Drowning, Claw, Or Knife. So Many Ways To Take A Life."
2320,Executive Decision,5.200000,1996,Fasten your seat belts
2322,Sneakers,7.000000,1992,"We could tell you what it's about. But then, of course, we'd have to kill you."
2323,Field of Dreams,7.200000,1989,"If you believe the impossible, the incredible can come true."
232672,Blended,6.900000,2014,"Single Dad, No Clue. Single Mum, Flying Solo."
232,Rumble Fish,7.300000,1983,Rusty James can't live up to his brother's reputation. His brother can't live it down.
233063,"F*ck You, Goethe",7.700000,2013,
2330,Taxi,6.600000,1998,
233112,The White Storm,6.600000,2013,
2332,Taxi 2,6.500000,2000,Tårnhøj bilakrobatik på hvinende dæk![Denmark]
233470,Jamesy Boy,7.300000,2014,Never Back Down
2334,Taxi 3,6.000000,2003,
2335,Taxi 4,5.800000,2007,
23367,Bandslam,5.000000,2009,Band Together
23398,Alvin and the Chipmunks: The Squeakquel,5.600000,2009,The Boys are back in town... and they have competition.
23437,A Nightmare on Elm Street,5.700000,2010,Never Sleep Again.
23483,Kick-Ass,6.800000,2010,Shut up. Kick ass.
23488,Dorian Gray,6.300000,2009,Forever Young. Forever Cursed.
234,The Cabinet of Dr. Caligari,7.300000,1920,Du musst Caligari werden!
23512,The Boys Are Back,6.700000,2009,
23514,The Rum Diary,5.300000,2011,One part outrage. One part justice. Three parts rum. Mix well.
235260,Son of God,6.000000,2014,Their Empire. His Kingdom.
2355,Reign Over Me,6.900000,2007,Let in the unexpected.
2359,Sicko,6.600000,2007,This might hurt a little.
235,Stand by Me,7.000000,1986,"For some, it's the last real taste of innocence, and the first real taste of life."
2360,Saving Grace,6.000000,2000,
23629,Sucker Punch,5.900000,2011,You Will Be Unprepared.
2362,Westworld,6.700000,1973,Westworld ...where robot men and women are programmed to serve you for ...Romance ...Violence ...Anything
23631,Machete,6.400000,2010,He was given an offer he couldn't refuse...
236735,La isla mínima,8.900000,2014,
236737,Spanish Affair,6.800000,2014,
236751,Heaven Is for Real,6.300000,2014,Based on the incredible true story
236,Muriel's Wedding,7.000000,1994,Success is the best revenge.
23706,All About Steve,5.300000,2009,A Comedy That Clings
23742,Cop Out,5.900000,2010,Rock out with your Glock out
23759,Centurion,5.600000,2010,History is written in blood
237791,The Way He Looks,8.900000,2014,Not every love happens at first sight.
23823,Wrong Turn 3: Left for Dead,4.500000,2009,What you don't see will kill you.
23827,Paranormal Activity,6.300000,2009,What Happens When You Sleep?
23830,Last Night,6.200000,2010,Temptation can lead anywhere.
2383,The Bear,6.400000,1988,He's an orphan... at the start of a journey. A journey to survive.
238589,Enemies Closer,5.400000,2013,Keep your Friends Close
238603,Earth to Echo,5.800000,2014,No one will ever believe our story.
238636,The Purge: Anarchy,7.000000,2014,
238,The Godfather,8.000000,1972,An offer you can't refuse.
239471,Bonnie and Clyde,6.800000,2013,a love story
239562,The Single Moms Club,5.400000,2014,Nothing Like A Little Group Therapy
2395,Asterix at the Olympic Games,4.600000,2008,
23963,Pontypool,7.500000,2008,Shut up or die.
23966,Deadgirl,5.200000,2008,You'll never have anything better.
239678,This Is Where I Leave You,6.700000,2014,Welcome home. Get uncomfortable.
239877,The Mafia Only Kills in Summer,7.400000,2013,
23988,Stan Helsing,5.400000,2009,The most feared monsters in cinematic history have met their match...
239,Some Like It Hot,7.400000,1959,The movie too HOT for words!
24021,The Twilight Saga: Eclipse,5.600000,2010,It all begins ... With a choice.
240510,Stromberg - Der Film,8.300000,2014,
24056,The Tournament,6.400000,2009,"Every 10 years, the world's greatest assassins gather... Only one will survive."
240832,Lucy,6.700000,2014,
240916,Reasonable Doubt,6.200000,2014,Proof is the Burden
240,The Godfather: Part II,7.900000,1974,"I don't feel I have to wipe everybody out, Tom. Just my enemies."
24122,The Rebound,5.900000,2009,She's still got it. He's just getting it.
241254,The Prince,5.600000,2014,
24150,Halloween II,5.500000,2009,Family Is Forever
241842,Dead Snow 2,6.600000,2014,
241875,Jamais le premier soir,5.200000,2014,
241,Natural Born Killers,6.800000,1994,The Media Made Them Superstars.
242022,The Inbetweeners 2,6.300000,2014,
242042,Barefoot,8.000000,2014,
242076,The Bag Man,5.900000,2014,The cat's in the bag.
242090,The One I Love,7.500000,2014,
242095,The Signal,6.100000,2014,R U AGITATED?
242310,Rage,5.500000,2014,The past never stays dead
24236,"Now You See Him, Now You Don't",8.900000,1972,
24238,Mary and Max,7.500000,2009,Sometimes perfect strangers make the best friends.
24253,The Girl Who Played with Fire,6.900000,2009,Fight Fire with Fire
